date,Trust_Score,Stringency_Raw,Death_Raw,Newcase_Raw
2022-02-08,0.05590548668198843,36.79,2.6882892,1131.8535
2022-02-09,-0.20785658553842176,36.79,2.547903,1071.9946
2022-02-10,-0.7287709664407305,36.79,2.4452326,1021.1036
2022-02-11,-0.6607445803837205,36.01,2.3530388,970.6505
2022-02-13,-0.048507105870631444,36.01,2.1728418,880.43463
2022-02-14,-0.048507105870631444,36.0,2.114173,849.47424
2022-02-21,-0.14694236364861898,29.06,1.9381664,656.20654
2022-02-22,0.028022578443504708,29.06,1.9381664,647.75195
2022-02-23,-0.8648237385547504,29.05,1.8375913,627.6097
2022-02-24,-1.2729820548968098,29.05,1.8103522,599.7127
2022-02-25,-0.6607445803837205,29.05,1.7810178,568.0818
2022-02-26,-0.6136493900365599,29.05,1.7873037,538.5693
2022-02-27,0.7678095268134874,29.05,1.7705412,527.2462
2022-03-07,-0.17114040880800285,23.15,1.6636801,609.5502
2022-03-08,-0.18178329079865085,23.15,1.6133926,646.56604
2022-03-09,-0.23851183934021083,23.15,1.6511083,696.5833
2022-03-10,-0.4787280339068562,23.15,1.6783473,749.6304
2022-03-11,-0.5263509884174327,23.15,1.5945348,806.9414
2022-03-12,-0.354625843127176,23.15,1.6133926,862.989
2022-03-14,-0.048507105870631444,23.15,1.676252,965.5358
2022-03-21,-0.12563938612424896,20.37,2.0806477,1229.0846
2022-03-22,-0.09167769702219541,20.37,2.2126527,1240.2212
2022-03-23,-0.16420552625105772,20.37,2.2587495,1260.0261
2022-03-24,-0.10823759118898159,20.37,2.3530388,1271.3135
2022-03-25,-0.37211834239897856,20.37,2.3781826,1276.4136
2022-03-26,-0.5382970854811028,20.37,2.441042,1276.5225
2022-03-27,1.175967843155547,20.37,2.4640903,1270.5404
2022-03-28,-0.048507105870631444,20.37,2.4578044,1258.0502
2022-03-29,-2.497457003922988,20.37,2.426375,1231.402
