date,Trust_Score,Stringency_z,Newcase_z,Death_z,Stringency_lag,Trust_lag,Cases_lag,Death_lag,Policy_change,Gap_signed,Gap_abs
2020-09-10,-0.1409203095707203,0.3664126264195323,-0.7079182236833682,-0.6933043199437593,0.690769333342833,-0.0525261702547436,-0.757477140357568,-0.6957175714838087,-0.32435670692330065,0.5073329359902526,0.5073329359902526
2020-09-11,-0.7482070767427332,0.3664126264195323,-0.706766807837154,-0.6937869688696856,0.690769333342833,-0.1409203095707203,-0.7552662559320431,-0.6933043199437593,-0.32435670692330065,1.1146197031622656,1.1146197031622656
2020-09-12,0.0628087985862938,0.3664126264195323,-0.7048637671123704,-0.6904084171743109,0.690769333342833,-0.7482070767427332,-0.751196317175807,-0.6937869688696856,-0.32435670692330065,0.3036038278332385,0.3036038278332385
2020-09-15,-0.215956671549425,0.4475018031503575,-0.7047038472908131,-0.6807554133175858,0.690769333342833,0.0628087985862938,-0.7444437311882713,-0.6904084171743109,-0.2432675301924755,0.6634584746997825,0.6634584746997825
2020-09-16,-0.1462873195859705,0.4475018031503575,-0.7067148305083499,-0.68220336470231,0.690769333342833,-0.215956671549425,-0.7382028932090512,-0.6807554133175858,-0.2432675301924755,0.593789122736328,0.593789122736328
2020-09-17,-0.1505466849561463,0.4475018031503575,-0.7059911929818935,-0.6773768639256839,0.690769333342833,-0.1462873195859705,-0.7323658492970628,-0.68220336470231,-0.2432675301924755,0.5980484881065038,0.5980484881065038
2020-09-18,-0.354625843127176,0.4475018031503575,-0.7018572904947555,-0.669171818364101,0.690769333342833,-0.1505466849561463,-0.7122440288115418,-0.6773768639256839,-0.2432675301924755,0.8021276462775335,0.8021276462775335
2020-09-19,-0.6607445803837206,0.4475018031503575,-0.6976714106788138,-0.658553512048578,0.690769333342833,-0.354625843127176,-0.7079182236833682,-0.669171818364101,-0.2432675301924755,1.1082463835340781,1.1082463835340781
2020-09-20,1.175967843155547,0.4475018031503575,-0.6910787406967251,-0.6532443623460256,0.47433707026991156,-0.6607445803837206,-0.706766807837154,-0.658553512048578,-0.026835267119554085,-0.7284660400051894,0.7284660400051894
2020-09-23,-0.0095524415325769,0.4475018031503575,-0.6606781282032815,-0.6382822110902207,0.47433707026991156,1.175967843155547,-0.7048637671123704,-0.6532443623460256,-0.026835267119554085,0.4570542446829344,0.4570542446829344
