date,Trust_Score,Stringency_Diff,Death_Diff,Newcase_Diff
2020-06-05,0.0222717929170089,0.0,-0.16343450000000015,-0.9554639999999992
2020-06-06,0.359651210471428,0.0,-0.22000809999999982,-1.0644209999999994
2020-06-07,1.175967843155547,0.0,-0.14667200000000014,-0.8548880000000025
2020-06-09,0.119824261844719,5.560000000000002,-0.20953160000000004,-1.437386
2020-06-10,-0.0485071058706314,0.0,-0.07962199999999964,-0.7124079999999999
2020-06-11,0.5637303686424577,0.0,-0.20115020000000028,-0.6851669999999981
2020-06-17,0.1638887578058007,-1.8500000000000085,-0.5845928999999999,-0.727075000000001
2020-06-18,0.1644450591773995,0.0,-0.035620399999999997,-0.12990999999999886
2020-07-03,0.132896590281395,0.0,-0.7375508000000002,-5.508583000000002
2020-07-04,0.0955487704853895,-1.3900000000000006,-0.09847989999999984,-0.2514379999999985
2020-07-05,-0.2671633467681633,0.0,-0.06495475000000006,-0.2053400000000014
2020-07-06,-0.1925629822266523,-5.560000000000002,-0.04400165,-0.5322104999999997
2020-07-07,-0.0485071058706314,0.0,-0.03771566000000004,0.22838950000000047
2020-07-08,0.2010861091586855,0.0,-0.031429739999999984,-0.020953000000000443
2020-07-09,-0.1618844159656479,0.0,-0.07962194,-0.029334999999999667
2020-07-10,-0.0485071058706314,0.0,-0.01466721999999998,0.12781400000000076
2020-07-11,-0.268284660824048,0.0,0.0,0.24305799999999955
2020-07-12,-0.4683270883938925,0.0,-0.008381239999999957,0.0
2020-07-22,0.1381841419629563,0.0,-0.27029562,0.5783059999999995
2020-07-23,-0.0859364711247067,0.0,-0.023048480000000038,0.17391100000000037
2020-07-24,0.1847262177534025,0.0,-0.014667199999999991,0.08171699999999937
2020-07-25,-0.0907303799749824,0.0,0.031429700000000005,0.2011510000000012
2020-07-26,-0.320612650098671,0.0,-0.031429700000000005,0.40229999999999855
2020-07-27,-0.6607445803837206,0.0,-0.016762520000000003,0.052383999999999986
2020-07-29,0.077522276748531,0.0,-0.010476579999999958,0.3226780000000016
2020-07-30,-0.1359696022296442,0.0,-0.010476570000000018,0.14248100000000008
2020-07-31,-0.5587050012982057,0.0,-0.012571900000000025,0.5154479999999992
2020-08-01,-0.1165334919276413,5.560000000000002,-0.03981098999999999,0.28915300000000066
2020-08-02,-0.6607445803837206,0.0,0.025143780000000004,-0.15924400000000105
2020-08-05,0.071539457759386,0.0,-0.02723909000000002,0.4630650000000003
2020-08-06,0.039687907208306,0.0,0.002095310000000017,0.44001599999999996
2020-08-07,0.028828154067864,0.0,-0.031429700000000005,0.060764000000000706
2020-08-08,-0.1505466849561463,0.0,0.008381240000000012,0.33315499999999965
2020-08-09,-0.3156652765672522,0.0,-0.014667209999999986,0.576212
2020-08-10,-0.1359696022296442,0.0,0.004190629999999973,0.31639200000000045
2020-08-12,0.0191525611240765,0.0,0.008381269999999996,1.0518479999999997
2020-08-13,-0.0271499846666864,-3.7099999999999937,-0.014667209999999986,0.6537379999999988
2020-08-14,-0.1709546007732492,0.0,0.023048459999999993,0.3163930000000015
2020-08-15,-0.3400487604006739,0.0,0.004190650000000018,0.10686099999999854
2020-08-16,-0.3267968670129446,0.0,-0.012571900000000025,0.4442079999999997
2020-08-19,-0.0733275440265674,0.0,-0.014667209999999986,-0.4651609999999984
2020-08-20,-0.2193640755021912,0.0,-0.010476560000000024,-0.5489720000000009
2020-08-21,-0.4566654222126908,0.0,-0.023048499999999972,0.08381300000000103
2020-08-22,-0.1925629822266524,0.0,-0.014667180000000002,0.7165979999999976
2020-08-23,-0.3310782479535957,0.0,-0.016762520000000003,0.06914500000000245
2020-08-24,-0.0485071058706314,0.0,-0.023048459999999993,0.2681989999999992
2020-08-25,0.8698491058990023,0.0,0.004190620000000006,0.47982800000000125
2020-08-27,0.0302957373835285,0.0,-0.010476570000000018,0.3268679999999975
2020-08-28,-0.1281477529617649,0.0,0.006285950000000012,0.22210500000000266
2020-08-29,-0.2368878672592742,0.0,-0.008381260000000001,0.19486500000000007
2020-08-30,-0.4937707236983326,0.0,0.004190620000000006,0.8674599999999977
2020-08-31,-0.354625843127176,0.0,-0.008381260000000001,0.8129799999999996
2020-09-02,0.0232985238562123,-1.8500000000000085,0.006285949999999985,1.1587110000000003
2020-09-03,-0.5732820840247078,0.0,-0.023048459999999993,2.1330300000000015
2020-09-04,-1.2729820548968098,0.0,-0.0020953300000000064,3.538989000000001
2020-09-05,0.359651210471428,0.0,-0.006285929999999995,3.270785
2020-09-06,-0.0485071058706314,0.0,0.006285929999999995,3.0591589999999975
2020-09-09,-0.0525261702547436,0.0,0.029334410000000005,10.545723000000002
2020-09-10,-0.1409203095707203,0.0,0.010476580000000013,2.2671279999999996
2020-09-11,-0.7482070767427332,0.0,-0.002095310000000017,0.6034500000000023
2020-09-12,0.0628087985862938,0.0,0.014667210000000014,0.9973719999999986
2020-09-15,-0.215956671549425,1.3900000000000006,0.041906309999999974,0.08381299999999925
2020-09-16,-0.1462873195859705,0.0,-0.006285949999999985,-1.0539440000000013
2020-09-17,-0.1505466849561463,0.0,0.020953149999999976,0.3792540000000031
2020-09-18,-0.354625843127176,0.0,0.03562033000000003,2.1665530000000004
2020-09-19,-0.6607445803837206,0.0,0.04609694999999997,2.193793999999997
2020-09-20,1.175967843155547,0.0,0.02304846000000005,3.4551779999999965
2020-09-23,-0.0095524415325769,0.0,0.06495476,15.932775000000007
2020-09-24,-0.4086467967606839,1.8500000000000085,0.02723909999999996,6.0554599999999965
2020-09-25,-0.0485071058706314,0.0,0.056573500000000054,5.651060000000001
2020-09-26,-0.0485071058706314,0.0,-0.008381300000000036,6.300616000000005
2020-10-02,-0.0050860083874336,0.0,0.17810179999999998,41.594094
2020-10-03,-0.0786171456007833,0.0,0.07752670000000006,11.890919999999994
2020-10-04,-0.4806747349386943,0.0,0.07124069999999993,13.694980000000015
2020-10-05,-1.2729820548968096,0.0,0.04819220000000002,10.176939999999973
2020-10-06,-0.0934419663853535,0.0,0.014667199999999991,10.329910000000012
2020-10-14,-0.1606727500562355,-7.400000000000006,0.6285945000000001,64.46234999999999
2020-10-15,-0.0196959305994272,0.0,0.07333600000000007,3.909870000000012
2020-10-16,-0.2934020956758671,0.0,0.025143899999999997,2.822390000000013
2020-10-17,-0.1709546007732492,0.0,0.11524219999999996,0.37925999999998794
2020-10-18,-0.3659635741366777,0.0,0.13829079999999982,4.236719999999991
2020-10-19,-0.8277184370691085,5.549999999999997,0.16552999999999995,4.680930000000018
2020-10-28,-0.0211953969704192,9.260000000000005,1.4164328,69.81587999999999
2020-10-29,-0.2682018196800776,0.0,0.1571486000000002,-2.6442799999999806
2020-10-30,-0.4566654222126908,0.0,0.10267049999999989,-3.7988000000000284
2020-10-31,0.0456832748236899,0.0,0.16343470000000027,0.2912600000000225
2020-11-01,-0.5732820840247078,0.0,0.2661047999999999,2.5059699999999907
2020-11-02,-0.0485071058706314,0.0,0.253533,0.5007999999999697
2020-11-03,-0.0485071058706314,0.0,0.21791300000000025,0.1571400000000267
2020-11-11,-0.093269751412862,-10.189999999999998,1.345192,29.346979999999974
2020-11-12,-0.3071989965099648,0.0,0.06914599999999993,3.8679500000000075
2020-11-13,-0.3824548192414074,0.0,0.14457640000000005,7.815530000000024
2020-11-14,-0.8648237385547501,0.0,0.09009839999999958,1.5987200000000144
2020-11-15,-0.6607445803837205,0.0,0.06914560000000058,1.5274799999999686
2020-11-16,0.1614028853909991,0.0,0.08800319999999928,-1.137740000000008
2020-12-16,-0.0756841084384134,8.340000000000003,0.6285943999999999,-15.517909999999972
2020-12-17,-0.245549051690936,0.0,0.07124100000000055,27.894920000000013
2020-12-18,-0.0485071058706314,0.0,0.07543100000000003,28.3245
2020-12-19,-0.3310782479535957,3.6999999999999886,0.14876769999999961,24.14009999999996
2020-12-20,-0.4858195876656951,0.0,0.19905470000000047,25.204560000000015
2020-12-21,-0.6967585494727258,0.0,0.12571909999999953,12.573969999999974
2020-12-22,-0.3983570913066824,0.0,0.14667180000000002,22.629400000000032
2020-12-30,-0.1286891502574733,2.780000000000001,1.9088316999999995,79.09186
2020-12-31,0.1782475143194016,0.0,0.17600700000000025,76.71993999999995
2021-01-01,-1.2729820548968098,0.0,0.27448600000000134,61.23560000000009
2021-01-02,-0.0485071058706314,0.0,0.431635,45.164499999999975
2021-01-03,-0.3824548192414073,0.0,0.31848799999999855,37.84770000000003
2021-01-04,-0.43811277146987,0.0,0.295439,43.0462
2021-01-05,-0.0485071058706314,8.329999999999998,0.18648300000000084,16.374849999999924
2021-01-13,-0.0417170414582866,0.0,4.477688000000001,-91.27615000000003
2021-01-14,-0.2169751357702063,0.0,0.7228840000000005,-33.506129999999985
2021-01-15,-0.5276494772287011,0.0,0.6139279999999978,-25.720039999999926
2021-01-16,-0.5166887040276995,0.0,0.6034509999999997,-20.355930000000058
2021-01-17,-0.2015664744989037,0.0,0.5657340000000026,-13.940150000000017
2021-01-18,-0.5494286759267953,0.0,0.678881999999998,-18.40734999999995
2021-01-19,-0.0485071058706314,0.0,0.3939200000000014,-15.886700000000019
2021-01-27,-0.1266650813403874,0.0,0.0670490000000008,-191.79674
2021-01-28,0.1292392576976847,0.0,-0.6600239999999999,-26.809559999999976
2021-01-29,-0.2082212296566546,0.0,-0.3142970000000034,-20.28895
2021-01-30,-0.4566654222126909,0.0,-0.2577229999999986,-16.19467000000003
2021-01-31,-0.3983570913066824,0.0,-0.37296699999999916,-16.54462000000001
2021-02-01,-0.6607445803837206,0.0,-0.5489730000000002,-10.84743999999995
2021-02-02,-0.0154131883293833,0.0,-0.5133510000000001,-3.7107799999999997
2021-02-10,0.2117677625214064,0.0,-4.429496,-104.28385000000003
2021-02-11,-0.0845210749596366,0.0,-0.5049709999999994,-12.655699999999996
2021-02-12,-0.4252686286479171,0.0,-0.5552590000000013,-12.603319999999997
2021-02-13,-0.1205350440486419,0.0,-0.3163919999999987,-11.218320000000006
2021-02-14,0.0535324732148834,0.0,-0.4903040000000001,-7.823900000000009
2021-02-15,-0.5382970854811028,0.0,-0.42115800000000014,-6.883119999999991
2021-02-24,0.1860765159428048,-1.8499999999999943,-3.2603105,-31.972409999999996
2021-02-25,0.2576116313859131,0.0,-0.3960145000000006,-6.6547199999999975
2021-02-26,1.175967843155547,0.0,-0.2891532999999997,-6.485000000000014
2021-02-27,-0.4566654222126909,0.0,-0.34782270000000004,-7.897229999999979
2021-02-28,-0.0485071058706314,0.0,-0.34782199999999985,-8.26812000000001
2021-03-01,-0.6607445803837205,0.0,-0.30172560000000015,-7.048640000000006
2021-03-10,0.2590094338391394,-3.700000000000003,-2.0534086,-37.08288999999999
2021-03-11,0.0258768863599308,0.0,-0.12362359999999972,-0.9009800000000041
2021-03-12,0.081756186578962,0.0,-0.11943290000000006,0.1634339999999952
2021-03-13,-0.1250367901847676,-1.8499999999999943,-0.12781430000000027,-0.008383999999992398
2021-03-14,0.126417886847394,0.0,-0.18229220000000002,0.5238339999999937
2021-03-15,-0.5382970854811028,-1.8599999999999994,-0.1550533999999999,-0.5175440000000009
2021-03-16,0.2396046468414105,0.0,-0.12362359999999972,0.03143000000000029
2021-03-24,0.1939631810652454,0.0,-0.7186930000000002,-2.797249999999991
2021-03-25,0.1282543697105754,0.0,-0.03981100000000004,-0.7941200000000066
2021-03-26,-0.1565490131376471,0.0,-0.1194329999999999,0.5154399999999981
2021-03-27,0.0591390434943073,-8.329999999999998,-0.04400169999999992,-0.033519999999995775
2021-03-28,-0.0031561818326248,0.0,-0.0607641000000001,-1.2844259999999963
2021-03-29,0.3162301129882302,0.0,-0.07543129999999998,-1.0811840000000075
2021-04-07,0.3665691480365476,0.0,-0.49449437000000007,-32.77282399999999
2021-04-09,0.2117677625214064,0.0,-0.07962196999999993,-2.4703760000000017
2021-04-10,0.19267735378604,0.0,-0.004190620000000034,-1.1042300000000012
2021-04-11,0.0938737021556683,0.0,-0.02514380999999999,0.431635
2021-04-12,0.6511928650014704,-9.260000000000005,0.002095370000000041,-0.26819900000000274
2021-04-21,0.1884049768011002,0.0,-0.16552993000000005,-7.247695999999998
2021-04-22,-0.0014119155234707,0.0,-0.02514377000000001,0.09638600000000253
2021-05-05,0.2744464440969913,-1.3900000000000006,-0.22838933,-6.325758
2021-05-06,0.2297826552716818,0.0,-0.020953149999999976,0.7857430000000001
2021-05-07,0.1555720523003982,0.0,0.0020953200000000116,0.1466719999999988
2021-05-08,-0.6607445803837206,0.0,0.0,0.20114999999999839
2021-05-09,0.4412828737398399,0.0,0.004190619999999978,0.3289650000000002
2021-05-10,-0.0485071058706314,0.0,0.008381240000000012,0.36877600000000044
2021-05-11,-0.4566654222126909,0.0,-0.016762500000000014,1.6469160000000045
2021-05-12,0.1963878839346042,0.0,-0.018857839999999987,1.5191049999999962
2021-05-19,0.1455948490120368,2.780000000000001,-0.008381250000000007,-2.015692999999999
2021-05-20,0.1803667163772523,0.0,-0.02095316,1.0120349999999974
2021-05-21,-0.2234320985886569,0.0,-0.023048459999999993,1.001560000000005
2021-05-22,-0.320612650098671,0.0,-0.016762520000000003,0.7019329999999968
2021-05-23,-0.0485071058706314,0.0,0.008381260000000001,0.8988900000000015
2021-05-24,1.175967843155547,0.0,-0.023048459999999993,0.7794570000000007
2021-05-25,0.3724061578571174,0.0,0.004190619999999978,0.8444099999999963
2021-05-26,0.2576116313859131,0.0,0.006285950000000012,1.0707090000000008
2021-05-27,-0.0485071058706314,0.0,0.0,1.2886159999999975
2021-05-29,-2.497457003922988,0.0,0.023048459999999993,4.900944000000003
2021-05-30,-0.0485071058706314,0.0,-0.008381260000000001,2.5604739999999993
2021-05-31,-0.7482070767427332,0.0,0.016762520000000003,2.095314000000002
2021-06-02,0.2165557066244471,0.0,-0.025143769999999982,2.8622019999999964
2021-06-03,-0.0699891225202135,0.0,-0.0020953200000000116,4.199009000000004
2021-06-04,-0.2015664744989037,0.0,-0.004190630000000001,4.706077999999998
2021-06-05,-0.6607445803837206,-11.11,0.016762529999999998,5.2613369999999975
2021-06-06,-0.0485071058706314,0.0,0.0,4.760559999999998
2021-06-07,-0.5382970854811028,0.0,-0.010476579999999985,3.6269900000000064
2021-06-08,-0.4566654222126909,0.0,0.008381249999999979,4.965900000000005
2021-06-09,-0.5382970854811028,0.0,-0.01047656999999999,8.483919999999998
2021-06-10,0.2279872374578604,0.0,0.01047656999999999,5.164959999999994
2021-06-16,0.1883585400065637,0.0,0.03142974000000001,23.373233999999997
2021-06-17,0.139357543842974,0.0,0.012571880000000007,6.084796000000011
2021-06-18,-0.0485071058706314,0.0,-0.002095310000000017,5.954880000000003
2021-06-19,-0.0988279941867757,0.0,-0.014667209999999986,6.4179499999999905
2021-06-20,-0.2136048518067453,0.0,0.008381260000000001,5.659459999999996
2021-06-21,0.0389553904883812,0.0,0.016762529999999998,4.532160000000005
2021-06-22,-0.0485071058706314,0.0,0.02095313999999998,6.185360000000003
2021-06-23,0.7678095268134876,0.0,0.0,12.458740000000006
2021-06-30,0.1191858458047883,0.0,0.03981097000000003,120.97720000000001
2021-07-01,-0.2614592709186624,0.0,0.012571909999999964,22.62311999999997
2021-07-02,-0.0031561818326248,0.0,0.03562035000000002,22.15168
2021-07-03,-0.2525862640416612,0.0,-0.002095300000000022,21.120780000000025
2021-07-04,0.0159389440781147,0.0,0.01885783000000002,17.118719999999996
2021-07-05,-0.1403427270475948,0.0,0.029334399999999983,16.152800000000013
2021-07-06,-0.0140148537853869,0.0,0.012571900000000025,13.97154999999998
2021-07-14,0.0237281069496179,0.0,0.20743620000000002,115.28635000000003
2021-07-15,-0.0261081738762501,0.0,0.031429709999999944,24.40409999999997
2021-07-16,-0.271138914784482,0.0,0.02514380000000005,34.18086000000005
2021-07-17,-0.9231320694607588,0.0,0.02514375999999996,58.62693999999999
2021-07-18,-0.4566654222126908,0.0,0.004190600000000044,47.06074000000001
2021-07-19,-0.6607445803837206,-7.410000000000004,0.02933443999999996,21.156459999999925
2021-07-20,-0.0485071058706314,0.0,0.07752661999999999,11.899260000000027
2021-07-21,-0.1006124228504688,0.0,0.09428919000000002,7.151340000000005
2021-07-22,-0.905639570188956,0.0,0.03771564999999999,-16.40840000000003
2021-07-23,-0.5382970854811028,0.0,0.02723909999999996,-40.569529999999986
2021-07-24,-1.2729820548968098,0.0,0.06705010000000011,-64.37226999999996
2021-07-26,-1.2729820548968098,0.0,0.07752669999999995,-90.24730000000005
2021-07-28,0.009445143625264,0.0,-0.014667299999999939,-66.92019999999997
2021-07-29,0.1140338165664719,0.0,0.01676259999999985,-21.569150000000036
2021-07-30,-0.0485071058706314,0.0,0.05028750000000004,-11.12824999999998
2021-07-31,-1.2729820548968098,0.0,0.004190700000000103,-5.963239999999985
2021-08-01,-0.6607445803837206,0.0,0.046096899999999996,-6.428440000000023
2021-08-02,-1.2729820548968098,0.0,0.048192299999999966,-4.781490000000019
2021-08-03,0.359651210471428,0.0,0.05028750000000004,-2.5185899999999606
2021-08-04,-0.4252686286479171,0.0,0.02723909999999985,-0.2954400000000419
2021-08-05,0.0170897663986281,0.0,0.008381300000000147,1.8669399999999996
2021-08-11,0.115252461780286,0.0,0.01466719999999988,31.029510000000016
2021-08-12,-0.0639093064873129,0.0,0.010476600000000058,2.189610000000016
2021-08-13,-0.0284337460505301,0.0,-0.008381299999999925,2.1204399999999737
2021-08-14,-0.4770733380297938,0.0,0.010476599999999836,0.13832000000002154
2021-08-15,-0.0485071058706314,0.0,0.0,1.9674999999999727
2021-08-16,0.4106710000141854,0.0,-0.006286000000000014,5.27388000000002
2021-08-17,0.1963878839346042,0.0,0.016762600000000072,5.112599999999986
2021-08-18,-0.4893180875200557,0.0,0.0104765,9.942250000000001
2021-08-19,-0.1709546007732492,0.0,0.035620399999999997,13.41422
2021-08-23,-0.0086697359536838,0.0,0.15505330000000006,35.41083000000003
2021-08-24,-0.1006124228504688,0.0,0.07752669999999995,7.157600000000002
2021-08-25,-0.1864761142116092,0.0,0.06495469999999992,5.883620000000008
2021-08-26,-0.1565490131376471,0.0,0.03352500000000003,-0.49868000000003576
2021-08-27,0.2576116313859131,0.0,-0.010476599999999836,0.079620000000034
2021-08-28,-0.0485071058706314,0.0,0.020953199999999894,2.3299799999999777
2021-08-29,-0.0485071058706314,0.0,0.025143700000000102,3.172359999999969
2021-08-30,-0.354625843127176,0.0,0.03771569999999991,-1.9591599999999403
2021-08-31,-0.0709060378650127,0.0,0.023048500000000027,-5.4624900000000025
2021-09-07,-0.0976016203363036,0.0,0.15714859999999997,56.202650000000006
2021-09-08,-0.0485071058706314,0.0,0.10267049999999989,21.277939999999944
2021-09-09,0.4106710000141854,0.0,0.07752650000000028,-13.81443999999999
2021-09-10,-1.2729820548968096,-2.779999999999994,0.037715699999999686,-16.098299999999995
2021-09-11,0.5637303686424577,0.0,0.09219420000000023,-17.504260000000045
2021-09-13,-0.3458795934912748,0.0,-0.0020956000000000863,-37.135279999999966
2021-09-14,-0.0485071058706314,0.0,-0.04609679999999994,-16.22399999999999
2021-09-15,-0.0485071058706314,0.0,-0.08171749999999989,-21.521000000000015
2021-09-20,-0.1396914105853468,0.0,0.07962209999999992,-28.242729999999995
2021-09-21,-0.169851470188541,0.0,-0.008381200000000089,14.717470000000048
2021-09-22,-0.111300693000179,0.0,0.08590799999999987,12.802399999999977
2021-09-23,-0.3385143306399895,0.0,-0.06495479999999976,15.53255999999999
2021-09-24,-0.1025280595041393,0.0,-0.020953200000000116,13.288479999999993
2021-09-25,-0.3569626273810428,0.0,-0.02723899999999979,12.867340000000013
2021-09-26,-0.7831920752863384,0.0,-0.09428930000000024,5.508579999999995
2021-09-27,-0.4566654222126909,0.0,-0.020953200000000116,4.027190000000019
2021-10-04,-0.1065390939761375,-1.230000000000004,-0.2577236999999999,-22.93741
2021-10-05,-0.0172248991436852,0.0,-0.010476599999999836,-0.050290000000018154
2021-10-06,-0.2758048508994429,-0.00999999999999801,-0.029334400000000205,4.492369999999994
2021-10-07,-0.2499010119604634,0.0,0.029334400000000205,5.722280000000012
2021-10-08,-0.0485071058706314,0.0,-0.056573500000000054,9.275980000000004
2021-10-18,-0.2082212296566546,3.6899999999999977,0.25772380000000017,143.23991999999998
2021-10-19,-0.2061648246293668,-0.00999999999999801,0.05657349999999983,15.367039999999974
2021-10-20,-0.2251140696724841,0.0,0.002095300000000133,15.587060000000065
2021-10-21,-0.580887518490709,0.0,0.012571899999999747,8.817049999999995
2021-10-22,-0.24442309771482,0.0,0.035620399999999997,8.142399999999952
2021-10-23,-0.5304812879341271,0.0,0.006285899999999955,-2.5667499999999563
2021-10-24,-0.5308760251839744,0.0,0.020953200000000116,-6.067999999999984
2021-10-25,-0.6247306112947153,-0.00999999999999801,0.04609679999999994,-5.814500000000066
2021-10-27,-1.2729820548968096,0.0,0.07543129999999998,-38.27096999999992
2021-11-01,-0.2178493860551029,-0.010000000000005116,0.2556286000000001,-51.9051300000001
2021-11-02,-0.2549592775087662,0.0,0.05866859999999985,-1.9905599999999595
2021-11-03,-0.1861873034884074,0.0,0.08590800000000032,-4.938639999999964
2021-11-04,-0.2788538784597145,0.0,-0.027239000000000235,-8.601300000000037
2021-11-05,-0.5050909851685285,0.0,0.01466719999999988,-14.79079999999999
2021-11-06,-0.7287709664407305,0.0,-0.0628595999999999,-16.19259999999997
2021-11-07,-0.8065154076487419,0.0,-0.03981089999999998,-20.81280000000004
2021-11-08,-0.6471393031723186,-0.00999999999999801,0.010476600000000058,-12.850500000000011
2021-11-09,-0.354625843127176,0.0,-0.07333610000000013,-8.85899999999998
2021-11-16,-0.2660125244476499,-0.00999999999999801,-0.27029559999999986,74.12597
2021-11-17,-0.5211114721614372,0.0,0.020953200000000116,14.294189999999958
2021-11-18,-0.4566654222126909,0.0,0.018857899999999983,8.766840000000002
2021-11-19,-0.2934020956758671,0.0,-0.08590790000000004,6.187440000000038
2021-11-20,-0.6607445803837206,-0.00999999999999801,-0.05657369999999995,6.417959999999994
2021-11-21,-0.4566654222126909,0.0,-0.006285899999999955,3.8616399999999658
2021-11-22,-0.4744114359666934,0.0,-0.01885770000000031,5.133560000000102
2021-11-23,-0.5895541763705707,0.0,-0.02723910000000007,3.5996999999999844
2021-11-29,-0.1642662922281483,-0.010000000000005116,-0.16762529999999987,-1.081160000000068
2021-11-30,-0.3260547609832318,0.0,0.046096899999999996,5.146119999999996
2021-12-01,-0.4392969832194117,0.0,0.02723910000000007,11.641540000000077
2021-12-02,-0.3626394226365096,-0.00999999999999801,-0.056573500000000054,15.710699999999974
2021-12-03,-0.4449198591524877,0.0,0.031429800000000174,16.86310000000003
2021-12-04,0.2576116313859131,0.0,-0.03771570000000013,14.445059999999899
2021-12-05,-1.4479070476148352,0.0,0.03142979999999995,13.278040000000033
2021-12-06,-0.354625843127176,0.0,0.07962190000000025,11.48440000000005
2021-12-14,-0.1156723984332488,-0.020000000000003126,-0.15086270000000024,93.74019999999996
2021-12-15,-0.3685102782943195,-2.789999999999999,-0.06495469999999992,57.56880000000001
2021-12-16,-0.7015604120179265,0.0,0.03981100000000004,97.495
2021-12-27,-0.1452687756931024,3.3100000000000023,-0.07543140000000004,928.6289999999999
2021-12-28,-0.4707398469141411,0.0,0.0020953999999999695,56.89610000000016
2021-12-29,-0.3707373556143625,-0.00999999999999801,-0.0020953999999999695,127.9085
2021-12-30,-0.2780961588130399,0.0,0.10686099999999987,130.27829999999994
2021-12-31,-1.028087065091574,0.0,-0.008381199999999867,233.07859999999982
2022-01-01,-0.8648237385547505,-1.9600000000000009,0.08590790000000004,159.12440000000015
2022-01-02,-1.028087065091574,0.0,0.07962190000000002,107.48770000000013
2022-01-03,-0.2418452557168701,0.0,0.13619570000000003,100.39079999999967
2022-01-04,-0.0485071058706314,-1.8599999999999994,0.11314709999999994,135.73649999999998
2022-01-05,-0.0485071058706314,0.0,0.09428899999999985,73.10560000000032
2022-01-10,-0.1847731268437641,-0.030000000000001137,0.5238287000000001,-301.6876000000002
2022-01-11,-0.2404518276098702,0.0,0.14667200000000014,-178.6842999999999
2022-01-12,-0.5006209332033742,-0.00999999999999801,0.13829089999999988,-203.1239999999998
2022-01-13,-0.3950566197459649,0.0,0.058668799999999965,-336.09270000000015
2022-01-24,-0.0246149117432913,-2.0400000000000063,0.10895639999999984,-458.94730000000004
2022-01-25,-0.1523495043746182,-0.00999999999999801,-0.07962200000000008,8.942700000000059
2022-01-26,-1.1616661504398844,0.0,-0.006285999999999792,-8.695500000000038
2022-01-27,-0.3071989965099648,-1.3200000000000003,-0.08381270000000018,-11.848999999999933
2022-02-07,-0.1048048046764327,-0.03999999999999915,-0.4588739999999998,-337.6496000000002
2022-02-08,0.0559054866819884,0.0,-0.06704990000000022,-56.88779999999997
2022-02-09,-0.2078565855384217,0.0,-0.14038620000000002,-59.85889999999995
2022-02-10,-0.7287709664407305,0.0,-0.1026703999999996,-50.89099999999996
2022-02-11,-0.6607445803837205,-0.7800000000000011,-0.09219379999999999,-50.45310000000006
2022-02-13,-0.0485071058706314,0.0,-0.18019700000000016,-90.21587
2022-02-14,-0.0485071058706314,-0.00999999999999801,-0.058668799999999965,-30.96038999999996
2022-02-21,-0.1469423636486189,-6.940000000000001,-0.1760066,-193.2677
2022-02-22,0.0280225784435047,0.0,0.0,-8.454590000000053
