date,Death_Raw
2022-09-14,0.645357
2022-09-15,0.6663102
2022-09-16,0.63278514
2022-09-17,0.63697577
2022-09-18,0.6390711
2022-09-19,0.62230855
2022-09-20,0.6411664
2022-09-21,0.65373826
2022-09-22,0.65373826
2022-09-23,0.63697577
2022-09-24,0.6390711
2022-09-25,0.6705008
2022-09-26,0.68935865
2022-09-27,0.69145393
2022-09-28,0.7270743
2022-09-29,0.76479
2022-09-30,0.8171729
2022-10-01,0.8527932
2022-10-02,0.87374634
2022-10-03,0.94079643
2022-10-04,0.9889887
2022-10-05,1.0246091
2022-10-06,1.0748966
2022-10-07,1.1524233
2022-10-08,1.2152827
2022-10-09,1.2928094
2022-10-10,1.3158579
2022-10-11,1.3933845
2022-10-12,1.4143376
2022-10-13,1.4520533
2022-10-14,1.5107222
2022-10-15,1.5421518
2022-10-16,1.5735816
2022-10-17,1.6092019
2022-10-18,1.6217738
2022-10-19,1.6720614
2022-10-20,1.6699661
2022-10-21,1.6154879
2022-10-22,1.6385363
2022-10-23,1.6301551
2022-10-24,1.636441
2022-10-25,1.6280597
2022-10-26,1.6050113
2022-10-27,1.6217738
2022-10-28,1.602916
2022-10-29,1.5693909
2022-10-30,1.5191034
2022-10-31,1.4876736
2022-11-01,1.477197
2022-11-02,1.4290048
2022-11-03,1.3619548
2022-11-04,1.336811
2022-11-05,1.2886187
2022-11-06,1.3095719
2022-11-07,1.2718562
2022-11-08,1.1880436
2022-11-09,1.1754718
2022-11-10,1.1335654
2022-11-11,1.1000404
2022-11-12,1.0392762
2022-11-13,0.98689336
2022-11-14,0.917748
2022-11-15,0.91355735
2022-11-16,0.88212764
2022-11-17,0.88631827
2022-11-18,0.8653651
2022-11-19,0.8653651
2022-11-20,0.8339354
2022-11-21,0.86117446
2022-11-22,0.87374634
2022-11-23,0.85488856
2022-11-24,0.838126
2022-11-25,0.8506979
2022-11-26,0.84441197
2022-11-27,0.8108869
2022-11-28,0.78993374
2022-11-29,0.77736187
2022-11-30,0.79412436
2022-12-01,0.78364784
2022-12-02,0.75640875
2022-12-03,0.76269466
2022-12-04,0.78364784
2022-12-05,0.80041033
2022-12-06,0.78364784
2022-12-07,0.78993374
2022-12-08,0.8339354
2022-12-09,0.8695557
2022-12-10,0.90308076
2022-12-11,0.9428918
2022-12-12,0.97013086
2022-12-13,1.0183231
2022-12-14,1.030895
2022-12-15,1.0141325
2022-12-16,1.0832778
2022-12-17,1.0581341
2022-12-18,1.0937544
2022-12-19,1.1398513
2022-12-20,1.2006155
2022-12-21,1.2949047
2022-12-22,1.3912891
2022-12-23,1.4185283
2022-12-24,1.5337706
2022-12-25,1.5987253
2022-12-26,1.7097771
2022-12-27,1.7747319
2022-12-28,1.8040662
2022-12-29,1.8648304
2022-12-30,1.915118
2022-12-31,1.9549289
2023-01-01,2.034551
2023-01-02,2.0450275
2023-01-03,2.0450275
2023-01-04,2.0450275
2023-01-05,2.0387416
2023-01-06,2.0513134
2023-01-07,2.0785525
2023-01-08,1.9926445
