date,Newcase_Raw
2023-08-14,16.783474
2023-08-15,17.127106
2023-08-16,17.439306
2023-08-17,17.483309
2023-08-18,17.604837
2023-08-19,17.76408
2023-08-20,17.906563
2023-08-21,17.906563
2023-08-22,17.99247
2023-08-23,18.241812
2023-08-24,18.520489
2023-08-25,18.633636
2023-08-26,18.750975
2023-08-27,18.832691
2023-08-28,18.845263
2023-08-29,18.72583
2023-08-30,18.480679
2023-08-31,18.912313
2023-09-01,19.869873
2023-09-02,20.777143
2023-09-03,21.940044
2023-09-04,23.063133
2023-09-05,24.74986
2023-09-06,26.776031
2023-09-07,28.003885
2023-09-08,28.705816
2023-09-09,29.150023
2023-09-10,29.194025
2023-09-11,29.120687
2023-09-12,28.808487
2023-09-13,28.376852
2023-09-14,27.66235
2023-09-15,26.723648
2023-09-16,26.210295
2023-09-17,25.715801
2023-09-18,25.50627
2023-09-19,25.47903
2023-09-20,25.611036
2023-09-21,26.245916
2023-09-22,27.11547
2023-09-23,27.721018
2023-09-24,28.416662
2023-09-25,29.011732
2023-09-26,29.914812
2023-09-27,31.218098
2023-09-28,32.8273
2023-09-29,34.451168
2023-09-30,35.57845
2023-10-01,36.504578
2023-10-02,37.294514
2023-10-03,38.07816
2023-10-04,37.937775
2023-10-05,37.445374
2023-10-06,36.626106
2023-10-07,36.11485
2023-10-08,35.794266
2023-10-09,34.95614
2023-10-10,34.01744
2023-10-11,33.16674
2023-10-12,31.808977
2023-10-13,30.652363
2023-10-14,29.145832
2023-10-15,27.783876
2023-10-16,26.629358
2023-10-17,24.798054
2023-10-18,23.063133
2023-10-19,21.720036
2023-10-20,20.619995
2023-10-21,20.14855
2023-10-22,19.425665
2023-10-23,18.874598
2023-10-24,18.386389
2023-10-25,17.801796
2023-10-26,17.27168
2023-10-27,16.464985
2023-10-28,15.802866
2023-10-29,15.348183
2023-10-30,27.377386
2023-10-31,25.27369
2023-11-01,22.753025
2023-11-02,20.253315
2023-11-03,18.069996
2023-11-04,15.890869
2023-11-05,13.875176
2023-11-06,10.250281
2023-11-07,10.250281
2023-11-08,10.250281
2023-11-09,10.250281
2023-11-10,10.250281
2023-11-11,10.250281
2023-11-12,10.250281
2023-11-13,10.989927
2023-11-14,10.989927
2023-11-15,10.989927
2023-11-16,10.989927
2023-11-17,10.989927
2023-11-18,10.989927
2023-11-19,10.989927
2023-11-20,9.956937
2023-11-21,9.956937
2023-11-22,9.956937
2023-11-23,9.956937
2023-11-24,9.956937
2023-11-25,9.956937
2023-11-26,9.956937
2023-11-27,11.354512
2023-11-28,11.354512
2023-11-29,11.354512
2023-11-30,11.354512
2023-12-01,11.354512
2023-12-02,11.354512
2023-12-03,11.354512
2023-12-04,15.89925
2023-12-05,15.89925
2023-12-06,15.89925
2023-12-07,15.89925
2023-12-08,15.89925
2023-12-09,15.89925
2023-12-10,15.89925
2023-12-11,19.962067
2023-12-12,19.962067
2023-12-13,19.962067
2023-12-14,19.962067
2023-12-15,19.962067
2023-12-16,19.962067
2023-12-17,19.962067
2023-12-18,22.587496
2023-12-19,22.587496
2023-12-20,22.587496
2023-12-21,22.587496
2023-12-22,22.587496
2023-12-23,22.587496
2023-12-24,22.587496
2023-12-25,21.3785
2023-12-26,21.3785
2023-12-27,21.3785
2023-12-28,21.3785
2023-12-29,21.3785
2023-12-30,21.3785
2023-12-31,21.3785
2024-01-01,18.646208
2024-01-02,18.646208
2024-01-03,18.646208
2024-01-04,18.646208
2024-01-05,18.646208
2024-01-06,18.646208
2024-01-07,18.646208
2024-01-08,14.233475
2024-01-09,14.233475
2024-01-10,14.233475
2024-01-11,14.233475
2024-01-12,14.233475
2024-01-13,14.233475
2024-01-14,14.233475
2024-01-15,13.80603
2024-01-16,13.80603
2024-01-17,13.80603
2024-01-18,13.80603
2024-01-19,13.80603
2024-01-20,13.80603
2024-01-21,13.80603
2024-01-22,13.919178
2024-01-23,13.919178
2024-01-24,13.919178
2024-01-25,13.919178
2024-01-26,13.919178
2024-01-27,13.919178
2024-01-28,13.919178
2024-01-29,10.874685
2024-01-30,10.874685
2024-01-31,10.874685
2024-02-01,10.874685
2024-02-02,10.874685
2024-02-03,10.874685
2024-02-04,10.874685
2024-02-05,8.571934
2024-02-06,8.571934
