date,Trust_Score
2020-11-11,-0.093269751412862
2020-11-12,-0.30719899650996485
2020-11-13,-0.3824548192414074
2020-11-14,-0.8648237385547501
2020-11-15,-0.6607445803837205
2020-11-16,0.16140288539099912
2020-12-16,-0.07568410843841344
2020-12-17,-0.245549051690936
2020-12-18,-0.04850710587063145
2020-12-19,-0.3310782479535957
2020-12-20,-0.4858195876656951
2020-12-21,-0.6967585494727258
2020-12-22,-0.3983570913066824
2020-12-30,-0.1286891502574733
2020-12-31,0.1782475143194016
2021-01-01,-1.2729820548968098
2021-01-02,-0.04850710587063145
2021-01-03,-0.3824548192414073
2021-01-04,-0.43811277146987
2021-01-05,-0.048507105870631444
2021-01-13,-0.04171704145828664
2021-01-14,-0.2169751357702063
2021-01-15,-0.5276494772287011
2021-01-16,-0.5166887040276995
2021-01-17,-0.20156647449890372
2021-01-18,-0.5494286759267953
2021-01-19,-0.048507105870631444
2021-01-27,-0.12666508134038748
2021-01-28,0.12923925769768477
2021-01-29,-0.20822122965665468
2021-01-30,-0.4566654222126909
2021-01-31,-0.39835709130668245
2021-02-01,-0.6607445803837206
2021-02-02,-0.015413188329383374
2021-02-10,0.21176776252140647
2021-02-11,-0.08452107495963669
2021-02-12,-0.4252686286479171
2021-02-13,-0.12053504404864193
2021-02-14,0.053532473214883435
2021-02-15,-0.5382970854811028
2021-02-24,0.18607651594280483
2021-02-25,0.25761163138591314
2021-02-26,1.175967843155547
2021-02-27,-0.4566654222126909
2021-02-28,-0.048507105870631444
2021-03-01,-0.6607445803837205
2021-03-10,0.2590094338391394
2021-03-11,0.0258768863599308
2021-03-12,0.081756186578962
2021-03-13,-0.1250367901847676
2021-03-14,0.12641788684739402
2021-03-15,-0.5382970854811028
2021-03-16,0.23960464684141053
2021-03-24,0.19396318106524546
2021-03-25,0.1282543697105754
2021-03-26,-0.15654901313764716
2021-03-27,0.059139043494307326
2021-03-28,-0.0031561818326248277
2021-03-29,0.3162301129882302
2021-04-07,0.36656914803654767
2021-04-09,0.21176776252140644
2021-04-10,0.19267735378604006
2021-04-11,0.09387370215566837
2021-04-12,0.6511928650014704
2021-04-21,0.18840497680110024
2021-04-22,-0.0014119155234707352
2021-05-05,0.27444644409699137
2021-05-06,0.22978265527168185
2021-05-07,0.15557205230039828
2021-05-08,-0.6607445803837206
2021-05-09,0.44128287373983993
2021-05-10,-0.04850710587063144
2021-05-11,-0.4566654222126909
2021-05-12,0.1963878839346042
2021-05-19,0.14559484901203684
2021-05-20,0.18036671637725238
2021-05-21,-0.2234320985886569
2021-05-22,-0.32061265009867107
2021-05-23,-0.048507105870631444
2021-05-24,1.175967843155547
2021-05-25,0.3724061578571174
2021-05-26,0.25761163138591314
2021-05-27,-0.048507105870631444
2021-05-29,-2.497457003922988
2021-05-30,-0.048507105870631444
2021-05-31,-0.7482070767427332
2021-06-02,0.21655570662444718
2021-06-03,-0.06998912252021353
2021-06-04,-0.20156647449890375
2021-06-05,-0.6607445803837206
2021-06-06,-0.04850710587063145
2021-06-07,-0.5382970854811028
2021-06-08,-0.4566654222126909
2021-06-09,-0.5382970854811028
2021-06-10,0.22798723745786045
2021-06-16,0.1883585400065637
2021-06-17,0.13935754384297402
2021-06-18,-0.04850710587063144
2021-06-19,-0.09882799418677574
2021-06-20,-0.21360485180674535
2021-06-21,0.03895539048838129
2021-06-22,-0.04850710587063143
2021-06-23,0.7678095268134876
2021-06-30,0.11918584580478835
2021-07-01,-0.26145927091866245
2021-07-02,-0.003156181832624835
2021-07-03,-0.2525862640416612
2021-07-04,0.015938944078114792
2021-07-05,-0.14034272704759482
2021-07-06,-0.014014853785386977
2021-07-14,0.023728106949617942
2021-07-15,-0.026108173876250126
2021-07-16,-0.271138914784482
2021-07-17,-0.9231320694607588
2021-07-18,-0.45666542221269085
2021-07-19,-0.6607445803837206
2021-07-20,-0.048507105870631444
2021-07-21,-0.1006124228504688
2021-07-22,-0.9056395701889561
2021-07-23,-0.5382970854811028
2021-07-24,-1.2729820548968098
2021-07-26,-1.2729820548968098
2021-07-28,0.009445143625264028
2021-07-29,0.1140338165664719
2021-07-30,-0.048507105870631444
2021-07-31,-1.2729820548968098
2021-08-01,-0.6607445803837206
2021-08-02,-1.2729820548968098
2021-08-03,0.359651210471428
2021-08-04,-0.4252686286479171
2021-08-05,0.017089766398628116
2021-08-11,0.11525246178028603
2021-08-12,-0.06390930648731293
2021-08-13,-0.02843374605053016
2021-08-14,-0.4770733380297938
2021-08-15,-0.04850710587063142
2021-08-16,0.41067100001418544
2021-08-17,0.1963878839346042
2021-08-18,-0.4893180875200557
2021-08-19,-0.17095460077324925
2021-08-23,-0.008669735953683847
2021-08-24,-0.10061242285046881
2021-08-25,-0.18647611421160928
2021-08-26,-0.15654901313764719
2021-08-27,0.25761163138591314
2021-08-28,-0.048507105870631444
2021-08-29,-0.048507105870631444
2021-08-30,-0.354625843127176
2021-08-31,-0.07090603786501275
2021-09-07,-0.09760162033630368
2021-09-08,-0.04850710587063142
2021-09-09,0.41067100001418544
2021-09-10,-1.2729820548968096
2021-09-11,0.5637303686424577
2021-09-13,-0.3458795934912748
2021-09-14,-0.048507105870631444
2021-09-15,-0.048507105870631444
2021-09-20,-0.13969141058534684
2021-09-21,-0.169851470188541
2021-09-22,-0.11130069300017904
2021-09-23,-0.3385143306399895
2021-09-24,-0.1025280595041393
2021-09-25,-0.3569626273810428
2021-09-26,-0.7831920752863384
2021-09-27,-0.4566654222126909
2021-10-04,-0.1065390939761375
2021-10-05,-0.017224899143685274
2021-10-06,-0.27580485089944295
2021-10-07,-0.2499010119604634
2021-10-08,-0.048507105870631444
2021-10-18,-0.20822122965665468
2021-10-19,-0.20616482462936683
2021-10-20,-0.2251140696724841
2021-10-21,-0.580887518490709
2021-10-22,-0.24442309771482
2021-10-23,-0.5304812879341271
2021-10-24,-0.5308760251839744
2021-10-25,-0.6247306112947153
2021-10-27,-1.2729820548968096
2021-11-01,-0.2178493860551029
2021-11-02,-0.2549592775087662
2021-11-03,-0.18618730348840745
2021-11-04,-0.2788538784597145
2021-11-05,-0.5050909851685285
2021-11-06,-0.7287709664407305
2021-11-07,-0.8065154076487419
2021-11-08,-0.6471393031723186
2021-11-09,-0.354625843127176
2021-11-16,-0.26601252444764995
2021-11-17,-0.5211114721614372
2021-11-18,-0.4566654222126909
2021-11-19,-0.2934020956758671
2021-11-20,-0.6607445803837206
2021-11-21,-0.4566654222126909
2021-11-22,-0.47441143596669344
2021-11-23,-0.5895541763705707
2021-11-29,-0.16426629222814831
2021-11-30,-0.32605476098323183
2021-12-01,-0.43929698321941174
2021-12-02,-0.36263942263650967
2021-12-03,-0.4449198591524877
2021-12-04,0.25761163138591314
2021-12-05,-1.4479070476148352
2021-12-06,-0.35462584312717604
2021-12-14,-0.11567239843324881
2021-12-15,-0.3685102782943195
2021-12-16,-0.7015604120179265
2021-12-27,-0.1452687756931024
2021-12-28,-0.47073984691414117
2021-12-29,-0.37073735561436255
2021-12-30,-0.2780961588130399
2021-12-31,-1.028087065091574
2022-01-01,-0.8648237385547505
2022-01-02,-1.0280870650915739
2022-01-03,-0.2418452557168701
2022-01-04,-0.04850710587063145
2022-01-05,-0.048507105870631444
2022-01-10,-0.18477312684376412
2022-01-11,-0.2404518276098702
2022-01-12,-0.5006209332033742
2022-01-13,-0.39505661974596495
2022-01-24,-0.024614911743291373
2022-01-25,-0.15234950437461828
2022-01-26,-1.1616661504398844
2022-01-27,-0.30719899650996485
2022-02-07,-0.10480480467643274
2022-02-08,0.05590548668198843
2022-02-09,-0.20785658553842176
2022-02-10,-0.7287709664407305
2022-02-11,-0.6607445803837205
2022-02-13,-0.048507105870631444
2022-02-14,-0.048507105870631444
2022-02-21,-0.14694236364861898
2022-02-22,0.028022578443504708
2022-02-23,-0.8648237385547504
2022-02-24,-1.2729820548968098
2022-02-25,-0.6607445803837205
2022-02-26,-0.6136493900365599
2022-02-27,0.7678095268134874
2022-03-07,-0.17114040880800285
2022-03-08,-0.18178329079865085
2022-03-09,-0.23851183934021083
2022-03-10,-0.4787280339068562
2022-03-11,-0.5263509884174327
2022-03-12,-0.354625843127176
2022-03-14,-0.048507105870631444
2022-03-21,-0.12563938612424896
2022-03-22,-0.09167769702219541
2022-03-23,-0.16420552625105772
2022-03-24,-0.10823759118898159
2022-03-25,-0.37211834239897856
2022-03-26,-0.5382970854811028
2022-03-27,1.175967843155547
2022-03-28,-0.048507105870631444
2022-03-29,-2.497457003922988
