Entity,Code,Day,New cases (per 1M),Hospital admissions (per 1M),Patients in ICU (per 1M),New deaths (per 1M)
United Kingdom,GBR,2025-03-29,2.5458078,,,0
United Kingdom,GBR,2025-03-30,2.5458078,,,0
United Kingdom,GBR,2025-03-31,2.746958,,,0
United Kingdom,GBR,2025-04-01,2.746958,,,0
United Kingdom,GBR,2025-04-02,2.746958,,,0
United Kingdom,GBR,2025-04-03,2.746958,,,0
United Kingdom,GBR,2025-04-04,2.746958,,,0
United Kingdom,GBR,2025-04-05,2.746958,,,0
United Kingdom,GBR,2025-04-06,2.746958,,,0
United Kingdom,GBR,2025-04-07,2.8014362,,,0
United Kingdom,GBR,2025-04-08,2.8014362,,,0
United Kingdom,GBR,2025-04-09,2.8014362,,,0
United Kingdom,GBR,2025-04-10,2.8014362,,,0
United Kingdom,GBR,2025-04-11,2.8014362,,,0
United Kingdom,GBR,2025-04-12,2.8014362,,,0
United Kingdom,GBR,2025-04-13,2.8014362,,,0
United Kingdom,GBR,2025-04-14,2.6317158,,,0
United Kingdom,GBR,2025-04-15,2.6317158,,,0
United Kingdom,GBR,2025-04-16,2.6317158,,,0
United Kingdom,GBR,2025-04-17,2.6317158,,,0
United Kingdom,GBR,2025-04-18,2.6317158,,,0
United Kingdom,GBR,2025-04-19,2.6317158,,,0
United Kingdom,GBR,2025-04-20,2.6317158,,,0
United Kingdom,GBR,2025-04-21,2.8622003,,,0
United Kingdom,GBR,2025-04-22,2.8622003,,,0
United Kingdom,GBR,2025-04-23,2.8622003,,,0
United Kingdom,GBR,2025-04-24,2.8622003,,,0
United Kingdom,GBR,2025-04-25,2.8622003,,,0
United Kingdom,GBR,2025-04-26,2.8622003,,,0
United Kingdom,GBR,2025-04-27,2.8622003,,,0
United Kingdom,GBR,2025-04-28,2.9250598,,,0
United Kingdom,GBR,2025-04-29,2.9250598,,,0
United Kingdom,GBR,2025-04-30,2.9250598,,,0
United Kingdom,GBR,2025-05-01,2.9250598,,,0
United Kingdom,GBR,2025-05-02,2.9250598,,,0
United Kingdom,GBR,2025-05-03,2.9250598,,,0
United Kingdom,GBR,2025-05-04,2.9250598,,,0
United Kingdom,GBR,2025-05-05,2.453614,,,0
United Kingdom,GBR,2025-05-06,2.453614,,,0
United Kingdom,GBR,2025-05-07,2.453614,,,0
United Kingdom,GBR,2025-05-08,2.453614,,,0
United Kingdom,GBR,2025-05-09,2.453614,,,0
United Kingdom,GBR,2025-05-10,2.453614,,,0
United Kingdom,GBR,2025-05-11,2.453614,,,0
United Kingdom,GBR,2025-05-12,2.5751421,,,0
United Kingdom,GBR,2025-05-13,2.5751421,,,0
United Kingdom,GBR,2025-05-14,2.5751421,,,0
United Kingdom,GBR,2025-05-15,2.5751421,,,0
United Kingdom,GBR,2025-05-16,2.5751421,,,0
United Kingdom,GBR,2025-05-17,2.5751421,,,0
United Kingdom,GBR,2025-05-18,2.5751421,,,0
United Kingdom,GBR,2025-05-19,2.7029564,,,0
United Kingdom,GBR,2025-05-20,2.7029564,,,0
United Kingdom,GBR,2025-05-21,2.7029564,,,0
United Kingdom,GBR,2025-05-22,2.7029564,,,0
United Kingdom,GBR,2025-05-23,2.7029564,,,0
United Kingdom,GBR,2025-05-24,2.7029564,,,0
United Kingdom,GBR,2025-05-25,2.7029564,,,0
United Kingdom,GBR,2025-05-26,2.9145832,,,0
United Kingdom,GBR,2025-05-27,2.9145832,,,0
United Kingdom,GBR,2025-05-28,2.9145832,,,0
United Kingdom,GBR,2025-05-29,2.9145832,,,0
United Kingdom,GBR,2025-05-30,2.9145832,,,0
United Kingdom,GBR,2025-05-31,2.9145832,,,0
United Kingdom,GBR,2025-06-01,2.9145832,,,0
United Kingdom,GBR,2025-06-02,3.0361114,,,0
United Kingdom,GBR,2025-06-03,3.0361114,,,0
United Kingdom,GBR,2025-06-04,3.0361114,,,0
United Kingdom,GBR,2025-06-05,3.0361114,,,0
United Kingdom,GBR,2025-06-06,3.0361114,,,0
United Kingdom,GBR,2025-06-07,3.0361114,,,0
United Kingdom,GBR,2025-06-08,3.0361114,,,0
United Kingdom,GBR,2025-06-09,3.5578449,,,0
United Kingdom,GBR,2025-06-10,3.5578449,,,0
United Kingdom,GBR,2025-06-11,3.5578449,,,0
United Kingdom,GBR,2025-06-12,3.5578449,,,0
United Kingdom,GBR,2025-06-13,3.5578449,,,0
United Kingdom,GBR,2025-06-14,3.5578449,,,0
United Kingdom,GBR,2025-06-15,3.5578449,,,0
United Kingdom,GBR,2025-06-16,3.471937,,,0
United Kingdom,GBR,2025-06-17,3.471937,,,0
United Kingdom,GBR,2025-06-18,3.471937,,,0
United Kingdom,GBR,2025-06-19,3.471937,,,0
United Kingdom,GBR,2025-06-20,3.471937,,,0
United Kingdom,GBR,2025-06-21,3.471937,,,0
United Kingdom,GBR,2025-06-22,3.471937,,,0
United Kingdom,GBR,2025-06-23,2.7322907,,,0
United Kingdom,GBR,2025-06-24,2.7322907,,,0
United Kingdom,GBR,2025-06-25,2.7322907,,,0
United Kingdom,GBR,2025-06-26,2.7322907,,,0
United Kingdom,GBR,2025-06-27,2.7322907,,,0
United Kingdom,GBR,2025-06-28,2.7322907,,,0
United Kingdom,GBR,2025-06-29,2.7322907,,,0
United Kingdom,GBR,2025-06-30,2.480853,,,0
United Kingdom,GBR,2025-07-01,2.480853,,,0
United Kingdom,GBR,2025-07-02,2.480853,,,0
United Kingdom,GBR,2025-07-03,2.480853,,,0
United Kingdom,GBR,2025-07-04,2.480853,,,0
United Kingdom,GBR,2025-07-05,2.480853,,,0
United Kingdom,GBR,2025-07-06,2.480853,,,0
United Kingdom,GBR,2025-07-07,2.7679112,,,0
United Kingdom,GBR,2025-07-08,2.7679112,,,0
United Kingdom,GBR,2025-07-09,2.7679112,,,0
United Kingdom,GBR,2025-07-10,2.7679112,,,0
United Kingdom,GBR,2025-07-11,2.7679112,,,0
United Kingdom,GBR,2025-07-12,2.7679112,,,0
United Kingdom,GBR,2025-07-13,2.7679112,,,0
United Kingdom,GBR,2025-07-14,3.0717318,,,0
United Kingdom,GBR,2025-07-15,3.0717318,,,0
United Kingdom,GBR,2025-07-16,3.0717318,,,0
United Kingdom,GBR,2025-07-17,3.0717318,,,0
United Kingdom,GBR,2025-07-18,3.0717318,,,0
United Kingdom,GBR,2025-07-19,3.0717318,,,0
United Kingdom,GBR,2025-07-20,3.0717318,,,0
United Kingdom,GBR,2025-07-21,2.6882892,,,0
United Kingdom,GBR,2025-07-22,2.6882892,,,0
United Kingdom,GBR,2025-07-23,2.6882892,,,0
United Kingdom,GBR,2025-07-24,2.6882892,,,0
United Kingdom,GBR,2025-07-25,2.6882892,,,0
United Kingdom,GBR,2025-07-26,2.6882892,,,0
United Kingdom,GBR,2025-07-27,2.6882892,,,0
United Kingdom,GBR,2025-07-28,3.2812634,,,0
United Kingdom,GBR,2025-07-29,3.2812634,,,0
United Kingdom,GBR,2025-07-30,3.2812634,,,0
United Kingdom,GBR,2025-07-31,3.2812634,,,0
United Kingdom,GBR,2025-08-01,3.2812634,,,0
United Kingdom,GBR,2025-08-02,3.2812634,,,0
United Kingdom,GBR,2025-08-03,3.2812634,,,0
United Kingdom,GBR,2025-08-04,3.8155687,,,0
United Kingdom,GBR,2025-08-05,3.8155687,,,0
United Kingdom,GBR,2025-08-06,3.8155687,,,0
United Kingdom,GBR,2025-08-07,3.8155687,,,0
United Kingdom,GBR,2025-08-08,3.8155687,,,0
United Kingdom,GBR,2025-08-09,3.8155687,,,0
United Kingdom,GBR,2025-08-10,3.8155687,,,0
United Kingdom,GBR,2025-08-11,4.282824,,,0
United Kingdom,GBR,2025-08-12,4.282824,,,0
United Kingdom,GBR,2025-08-13,4.282824,,,0
United Kingdom,GBR,2025-08-14,4.282824,,,0
United Kingdom,GBR,2025-08-15,4.282824,,,0
United Kingdom,GBR,2025-08-16,4.282824,,,0
United Kingdom,GBR,2025-08-17,4.282824,,,0
United Kingdom,GBR,2025-08-18,3.8323312,,,0
United Kingdom,GBR,2025-08-19,3.8323312,,,0
United Kingdom,GBR,2025-08-20,3.8323312,,,0
United Kingdom,GBR,2025-08-21,3.8323312,,,0
United Kingdom,GBR,2025-08-22,3.8323312,,,0
United Kingdom,GBR,2025-08-23,3.8323312,,,0
United Kingdom,GBR,2025-08-24,3.8323312,,,0
United Kingdom,GBR,2025-08-25,4.314254,,,0
United Kingdom,GBR,2025-08-26,4.314254,,,0
United Kingdom,GBR,2025-08-27,4.314254,,,0
United Kingdom,GBR,2025-08-28,4.314254,,,0
United Kingdom,GBR,2025-08-29,4.314254,,,0
United Kingdom,GBR,2025-08-30,4.314254,,,0
United Kingdom,GBR,2025-08-31,4.314254,,,0
United Kingdom,GBR,2025-09-01,4.7060776,,,0
United Kingdom,GBR,2025-09-02,4.7060776,,,0
United Kingdom,GBR,2025-09-03,4.7060776,,,0
United Kingdom,GBR,2025-09-04,4.7060776,,,0
United Kingdom,GBR,2025-09-05,4.7060776,,,0
United Kingdom,GBR,2025-09-06,4.7060776,,,0
United Kingdom,GBR,2025-09-07,4.7060776,,,0
United Kingdom,GBR,2025-09-08,5.0497093,,,0
United Kingdom,GBR,2025-09-09,5.0497093,,,0
United Kingdom,GBR,2025-09-10,5.0497093,,,0
United Kingdom,GBR,2025-09-11,5.0497093,,,0
United Kingdom,GBR,2025-09-12,5.0497093,,,0
United Kingdom,GBR,2025-09-13,5.0497093,,,0
United Kingdom,GBR,2025-09-14,5.0497093,,,0
United Kingdom,GBR,2025-09-15,6.413759,,,0
United Kingdom,GBR,2025-09-16,6.413759,,,0
United Kingdom,GBR,2025-09-17,6.413759,,,0
United Kingdom,GBR,2025-09-18,6.413759,,,0
United Kingdom,GBR,2025-09-19,6.413759,,,0
United Kingdom,GBR,2025-09-20,6.413759,,,0
United Kingdom,GBR,2025-09-21,6.413759,,,0
United Kingdom,GBR,2025-09-22,7.1806445,,,0
United Kingdom,GBR,2025-09-23,7.1806445,,,0
United Kingdom,GBR,2025-09-24,7.1806445,,,0
United Kingdom,GBR,2025-09-25,7.1806445,,,0
United Kingdom,GBR,2025-09-26,7.1806445,,,0
United Kingdom,GBR,2025-09-27,7.1806445,,,0
United Kingdom,GBR,2025-09-28,7.1806445,,,0
United Kingdom,GBR,2025-09-29,8.601268,,,0
United Kingdom,GBR,2025-09-30,8.601268,,,0
United Kingdom,GBR,2025-10-01,8.601268,,,0
United Kingdom,GBR,2025-10-02,8.601268,,,0
United Kingdom,GBR,2025-10-03,8.601268,,,0
United Kingdom,GBR,2025-10-04,8.601268,,,0
United Kingdom,GBR,2025-10-05,8.601268,,,0
United Kingdom,GBR,2025-10-06,7.205788,,,0
United Kingdom,GBR,2025-10-07,7.205788,,,0
United Kingdom,GBR,2025-10-08,7.205788,,,0
United Kingdom,GBR,2025-10-09,7.205788,,,0
United Kingdom,GBR,2025-10-10,7.205788,,,0
United Kingdom,GBR,2025-10-11,7.205788,,,0
United Kingdom,GBR,2025-10-12,7.205788,,,0
United Kingdom,GBR,2025-10-13,5.85431,,,0
United Kingdom,GBR,2025-10-14,5.85431,,,0
United Kingdom,GBR,2025-10-15,5.85431,,,0
United Kingdom,GBR,2025-10-16,5.85431,,,0
United Kingdom,GBR,2025-10-17,5.85431,,,0
United Kingdom,GBR,2025-10-18,5.85431,,,0
United Kingdom,GBR,2025-10-19,5.85431,,,0
United Kingdom,GBR,2025-10-20,4.6390276,,,0
United Kingdom,GBR,2025-10-21,4.6390276,,,0
United Kingdom,GBR,2025-10-22,4.6390276,,,0
United Kingdom,GBR,2025-10-23,4.6390276,,,0
United Kingdom,GBR,2025-10-24,4.6390276,,,0
United Kingdom,GBR,2025-10-25,4.6390276,,,0
United Kingdom,GBR,2025-10-26,4.6390276,,,0
United Kingdom,GBR,2025-10-27,3.8365219,,,0
United Kingdom,GBR,2025-10-28,3.8365219,,,0
United Kingdom,GBR,2025-10-29,3.8365219,,,0
United Kingdom,GBR,2025-10-30,3.8365219,,,0
United Kingdom,GBR,2025-10-31,3.8365219,,,0
United Kingdom,GBR,2025-11-01,3.8365219,,,0
United Kingdom,GBR,2025-11-02,3.8365219,,,0
United Kingdom,GBR,2025-11-03,2.9020114,,,0
United Kingdom,GBR,2025-11-04,2.9020114,,,0
United Kingdom,GBR,2025-11-05,2.9020114,,,0
United Kingdom,GBR,2025-11-06,2.9020114,,,0
United Kingdom,GBR,2025-11-07,2.9020114,,,0
United Kingdom,GBR,2025-11-08,2.9020114,,,0
United Kingdom,GBR,2025-11-09,2.9020114,,,0
United Kingdom,GBR,2025-11-10,1.9905493,,,0
United Kingdom,GBR,2025-11-11,1.9905493,,,0
United Kingdom,GBR,2025-11-12,1.9905493,,,0
United Kingdom,GBR,2025-11-13,1.9905493,,,0
United Kingdom,GBR,2025-11-14,1.9905493,,,0
United Kingdom,GBR,2025-11-15,1.9905493,,,0
United Kingdom,GBR,2025-11-16,1.9905493,,,0
United Kingdom,GBR,2025-11-17,1.602916,,,0
United Kingdom,GBR,2025-11-18,1.602916,,,0
United Kingdom,GBR,2025-11-19,1.602916,,,0
United Kingdom,GBR,2025-11-20,1.602916,,,0
United Kingdom,GBR,2025-11-21,1.602916,,,0
United Kingdom,GBR,2025-11-22,1.602916,,,0
United Kingdom,GBR,2025-11-23,1.602916,,,0
United Kingdom,GBR,2025-11-24,1.8920695,,,0
United Kingdom,GBR,2025-11-25,1.8920695,,,0
United Kingdom,GBR,2025-11-26,1.8920695,,,0
United Kingdom,GBR,2025-11-27,1.8920695,,,0
United Kingdom,GBR,2025-11-28,1.8920695,,,0
United Kingdom,GBR,2025-11-29,1.8920695,,,0
United Kingdom,GBR,2025-11-30,1.8920695,,,0
United Kingdom,GBR,2025-12-01,2.181223,,,0
United Kingdom,GBR,2025-12-02,2.181223,,,0
United Kingdom,GBR,2025-12-03,2.181223,,,0
United Kingdom,GBR,2025-12-04,2.181223,,,0
United Kingdom,GBR,2025-12-05,2.181223,,,0
United Kingdom,GBR,2025-12-06,2.181223,,,0
United Kingdom,GBR,2025-12-07,2.181223,,,0
United Kingdom,GBR,2025-12-08,2.114173,,,0
United Kingdom,GBR,2025-12-09,2.114173,,,0
United Kingdom,GBR,2025-12-10,2.114173,,,0
United Kingdom,GBR,2025-12-11,2.114173,,,0
United Kingdom,GBR,2025-12-12,2.114173,,,0
United Kingdom,GBR,2025-12-13,2.114173,,,0
United Kingdom,GBR,2025-12-14,2.114173,,,0
United Kingdom,GBR,2025-12-15,1.6909193,,,0
United Kingdom,GBR,2025-12-16,1.6909193,,,0
United Kingdom,GBR,2025-12-17,1.6909193,,,0
United Kingdom,GBR,2025-12-18,1.6909193,,,0
United Kingdom,GBR,2025-12-19,1.6909193,,,0
United Kingdom,GBR,2025-12-20,1.6909193,,,0
United Kingdom,GBR,2025-12-21,1.6909193,,,0
United Kingdom,GBR,2025-12-22,1.5379612,,,0
United Kingdom,GBR,2025-12-23,1.5379612,,,0
United Kingdom,GBR,2025-12-24,1.5379612,,,0
United Kingdom,GBR,2025-12-25,1.5379612,,,0
United Kingdom,GBR,2025-12-26,1.5379612,,,0
United Kingdom,GBR,2025-12-27,1.5379612,,,0
United Kingdom,GBR,2025-12-28,1.5379612,,,0
United Kingdom,GBR,2025-12-29,1.7181584,,,0
United Kingdom,GBR,2025-12-30,1.7181584,,,0
United Kingdom,GBR,2025-12-31,1.7181584,,,0
United Kingdom,GBR,2026-01-01,1.7181584,,,0
United Kingdom,GBR,2026-01-02,1.7181584,,,0
United Kingdom,GBR,2026-01-03,1.7181584,,,0
United Kingdom,GBR,2026-01-04,1.7181584,,,0
United Kingdom,GBR,2026-01-05,1.6951098,,,0
United Kingdom,GBR,2026-01-06,1.6951098,,,0
United Kingdom,GBR,2026-01-07,1.6951098,,,0
United Kingdom,GBR,2026-01-08,1.6951098,,,0
United Kingdom,GBR,2026-01-09,1.6951098,,,0
United Kingdom,GBR,2026-01-10,1.6951098,,,0
United Kingdom,GBR,2026-01-11,1.6951098,,,0
United Kingdom,GBR,2026-01-12,1.835496,,,0
United Kingdom,GBR,2026-01-13,1.835496,,,0
United Kingdom,GBR,2026-01-14,1.835496,,,0
United Kingdom,GBR,2026-01-15,1.835496,,,0
United Kingdom,GBR,2026-01-16,1.835496,,,0
United Kingdom,GBR,2026-01-17,1.835496,,,0
United Kingdom,GBR,2026-01-18,1.835496,,,0
United Kingdom,GBR,2026-01-19,1.9989306,,,0
United Kingdom,GBR,2026-01-20,1.9989306,,,0
United Kingdom,GBR,2026-01-21,1.9989306,,,0
United Kingdom,GBR,2026-01-22,1.9989306,,,0
United Kingdom,GBR,2026-01-23,1.9989306,,,0
United Kingdom,GBR,2026-01-24,1.9989306,,,0
United Kingdom,GBR,2026-01-25,1.9989306,,,0
United Kingdom,GBR,2026-01-26,1.8480679,,,0
United Kingdom,GBR,2026-01-27,1.8480679,,,0
United Kingdom,GBR,2026-01-28,1.8480679,,,0
United Kingdom,GBR,2026-01-29,1.8480679,,,0
United Kingdom,GBR,2026-01-30,1.8480679,,,0
United Kingdom,GBR,2026-01-31,1.8480679,,,0
United Kingdom,GBR,2026-02-01,1.8480679,,,0
United Kingdom,GBR,2026-02-02,2.2713215,,,0
United Kingdom,GBR,2026-02-03,2.2713215,,,0
United Kingdom,GBR,2026-02-04,2.2713215,,,0
United Kingdom,GBR,2026-02-05,2.2713215,,,0
United Kingdom,GBR,2026-02-06,2.2713215,,,0
United Kingdom,GBR,2026-02-07,2.2713215,,,0
United Kingdom,GBR,2026-02-08,2.2713215,,,0
United Kingdom,GBR,2026-02-09,2.1099823,,,0
United Kingdom,GBR,2026-02-10,2.1099823,,,0
United Kingdom,GBR,2026-02-11,2.1099823,,,0
United Kingdom,GBR,2026-02-12,2.1099823,,,0
United Kingdom,GBR,2026-02-13,2.1099823,,,0
United Kingdom,GBR,2026-02-14,2.1099823,,,0
United Kingdom,GBR,2026-02-15,2.1099823,,,0
United Kingdom,GBR,2026-02-16,1.8941648,,,0
United Kingdom,GBR,2026-02-17,1.8941648,,,0
United Kingdom,GBR,2026-02-18,1.8941648,,,0
United Kingdom,GBR,2026-02-19,1.8941648,,,0
United Kingdom,GBR,2026-02-20,1.8941648,,,0
United Kingdom,GBR,2026-02-21,1.8941648,,,0
United Kingdom,GBR,2026-02-22,1.8941648,,,0
