Entity,Code,Day,New cases (per 1M),Hospital admissions (per 1M),Patients in ICU (per 1M),New deaths (per 1M)
United Kingdom,GBR,2023-11-07,10.250281,,,0
United Kingdom,GBR,2023-11-08,10.250281,,,0
United Kingdom,GBR,2023-11-09,10.250281,,,0
United Kingdom,GBR,2023-11-10,10.250281,,,0
United Kingdom,GBR,2023-11-11,10.250281,,,0
United Kingdom,GBR,2023-11-12,10.250281,,,0
United Kingdom,GBR,2023-11-13,10.989927,,,0
United Kingdom,GBR,2023-11-14,10.989927,,,0
United Kingdom,GBR,2023-11-15,10.989927,,,0
United Kingdom,GBR,2023-11-16,10.989927,,,0
United Kingdom,GBR,2023-11-17,10.989927,,,0
United Kingdom,GBR,2023-11-18,10.989927,,,0
United Kingdom,GBR,2023-11-19,10.989927,,,0
United Kingdom,GBR,2023-11-20,9.956937,,,0
United Kingdom,GBR,2023-11-21,9.956937,,,0
United Kingdom,GBR,2023-11-22,9.956937,,,0
United Kingdom,GBR,2023-11-23,9.956937,,,0
United Kingdom,GBR,2023-11-24,9.956937,,,0
United Kingdom,GBR,2023-11-25,9.956937,,,0
United Kingdom,GBR,2023-11-26,9.956937,,,0
United Kingdom,GBR,2023-11-27,11.354512,,,0
United Kingdom,GBR,2023-11-28,11.354512,,,0
United Kingdom,GBR,2023-11-29,11.354512,,,0
United Kingdom,GBR,2023-11-30,11.354512,,,0
United Kingdom,GBR,2023-12-01,11.354512,,,0
United Kingdom,GBR,2023-12-02,11.354512,,,0
United Kingdom,GBR,2023-12-03,11.354512,,,0
United Kingdom,GBR,2023-12-04,15.89925,,,0
United Kingdom,GBR,2023-12-05,15.89925,,,0
United Kingdom,GBR,2023-12-06,15.89925,,,0
United Kingdom,GBR,2023-12-07,15.89925,,,0
United Kingdom,GBR,2023-12-08,15.89925,,,0
United Kingdom,GBR,2023-12-09,15.89925,,,0
United Kingdom,GBR,2023-12-10,15.89925,,,0
United Kingdom,GBR,2023-12-11,19.962067,,,0
United Kingdom,GBR,2023-12-12,19.962067,,,0
United Kingdom,GBR,2023-12-13,19.962067,,,0
United Kingdom,GBR,2023-12-14,19.962067,,,0
United Kingdom,GBR,2023-12-15,19.962067,,,0
United Kingdom,GBR,2023-12-16,19.962067,,,0
United Kingdom,GBR,2023-12-17,19.962067,,,0
United Kingdom,GBR,2023-12-18,22.587496,,,0
United Kingdom,GBR,2023-12-19,22.587496,,,0
United Kingdom,GBR,2023-12-20,22.587496,,,0
United Kingdom,GBR,2023-12-21,22.587496,,,0
United Kingdom,GBR,2023-12-22,22.587496,,,0
United Kingdom,GBR,2023-12-23,22.587496,,,0
United Kingdom,GBR,2023-12-24,22.587496,,,0
United Kingdom,GBR,2023-12-25,21.3785,,,0
United Kingdom,GBR,2023-12-26,21.3785,,,0
United Kingdom,GBR,2023-12-27,21.3785,,,0
United Kingdom,GBR,2023-12-28,21.3785,,,0
United Kingdom,GBR,2023-12-29,21.3785,,,0
United Kingdom,GBR,2023-12-30,21.3785,,,0
United Kingdom,GBR,2023-12-31,21.3785,,,0
United Kingdom,GBR,2024-01-01,18.646208,,,0
United Kingdom,GBR,2024-01-02,18.646208,,,0
United Kingdom,GBR,2024-01-03,18.646208,,,0
United Kingdom,GBR,2024-01-04,18.646208,,,0
United Kingdom,GBR,2024-01-05,18.646208,,,0
United Kingdom,GBR,2024-01-06,18.646208,,,0
United Kingdom,GBR,2024-01-07,18.646208,,,0
United Kingdom,GBR,2024-01-08,14.233475,,,0
United Kingdom,GBR,2024-01-09,14.233475,,,0
United Kingdom,GBR,2024-01-10,14.233475,,,0
United Kingdom,GBR,2024-01-11,14.233475,,,0
United Kingdom,GBR,2024-01-12,14.233475,,,0
United Kingdom,GBR,2024-01-13,14.233475,,,0
United Kingdom,GBR,2024-01-14,14.233475,,,0
United Kingdom,GBR,2024-01-15,13.80603,,,0
United Kingdom,GBR,2024-01-16,13.80603,,,0
United Kingdom,GBR,2024-01-17,13.80603,,,0
United Kingdom,GBR,2024-01-18,13.80603,,,0
United Kingdom,GBR,2024-01-19,13.80603,,,0
United Kingdom,GBR,2024-01-20,13.80603,,,0
United Kingdom,GBR,2024-01-21,13.80603,,,0
United Kingdom,GBR,2024-01-22,13.919178,,,0
United Kingdom,GBR,2024-01-23,13.919178,,,0
United Kingdom,GBR,2024-01-24,13.919178,,,0
United Kingdom,GBR,2024-01-25,13.919178,,,0
United Kingdom,GBR,2024-01-26,13.919178,,,0
United Kingdom,GBR,2024-01-27,13.919178,,,0
United Kingdom,GBR,2024-01-28,13.919178,,,0
United Kingdom,GBR,2024-01-29,10.874685,,,0
United Kingdom,GBR,2024-01-30,10.874685,,,0
United Kingdom,GBR,2024-01-31,10.874685,,,0
United Kingdom,GBR,2024-02-01,10.874685,,,0
United Kingdom,GBR,2024-02-02,10.874685,,,0
United Kingdom,GBR,2024-02-03,10.874685,,,0
United Kingdom,GBR,2024-02-04,10.874685,,,0
United Kingdom,GBR,2024-02-05,8.571934,,,0
United Kingdom,GBR,2024-02-06,8.571934,,,0
United Kingdom,GBR,2024-02-07,8.571934,,,0
United Kingdom,GBR,2024-02-08,8.571934,,,0
United Kingdom,GBR,2024-02-09,8.571934,,,0
United Kingdom,GBR,2024-02-10,8.571934,,,0
United Kingdom,GBR,2024-02-11,8.571934,,,0
United Kingdom,GBR,2024-02-12,6.044984,,,0
United Kingdom,GBR,2024-02-13,6.044984,,,0
United Kingdom,GBR,2024-02-14,6.044984,,,0
United Kingdom,GBR,2024-02-15,6.044984,,,0
United Kingdom,GBR,2024-02-16,6.044984,,,0
United Kingdom,GBR,2024-02-17,6.044984,,,0
United Kingdom,GBR,2024-02-18,6.044984,,,0
United Kingdom,GBR,2024-02-19,4.171772,,,0
United Kingdom,GBR,2024-02-20,4.171772,,,0
United Kingdom,GBR,2024-02-21,4.171772,,,0
United Kingdom,GBR,2024-02-22,4.171772,,,0
United Kingdom,GBR,2024-02-23,4.171772,,,0
United Kingdom,GBR,2024-02-24,4.171772,,,0
United Kingdom,GBR,2024-02-25,4.171772,,,0
United Kingdom,GBR,2024-02-26,3.3043118,,,0
United Kingdom,GBR,2024-02-27,3.3043118,,,0
United Kingdom,GBR,2024-02-28,3.3043118,,,0
United Kingdom,GBR,2024-02-29,3.3043118,,,0
United Kingdom,GBR,2024-03-01,3.3043118,,,0
United Kingdom,GBR,2024-03-02,3.3043118,,,0
United Kingdom,GBR,2024-03-03,3.3043118,,,0
United Kingdom,GBR,2024-03-04,3.3944104,,,0
United Kingdom,GBR,2024-03-05,3.3944104,,,0
United Kingdom,GBR,2024-03-06,3.3944104,,,0
United Kingdom,GBR,2024-03-07,3.3944104,,,0
United Kingdom,GBR,2024-03-08,3.3944104,,,0
United Kingdom,GBR,2024-03-09,3.3944104,,,0
United Kingdom,GBR,2024-03-10,3.3944104,,,0
United Kingdom,GBR,2024-03-11,3.6395621,,,0
United Kingdom,GBR,2024-03-12,3.6395621,,,0
United Kingdom,GBR,2024-03-13,3.6395621,,,0
United Kingdom,GBR,2024-03-14,3.6395621,,,0
United Kingdom,GBR,2024-03-15,3.6395621,,,0
United Kingdom,GBR,2024-03-16,3.6395621,,,0
United Kingdom,GBR,2024-03-17,3.6395621,,,0
United Kingdom,GBR,2024-03-18,3.1681163,,,0
United Kingdom,GBR,2024-03-19,3.1681163,,,0
United Kingdom,GBR,2024-03-20,3.1681163,,,0
United Kingdom,GBR,2024-03-21,3.1681163,,,0
United Kingdom,GBR,2024-03-22,3.1681163,,,0
United Kingdom,GBR,2024-03-23,3.1681163,,,0
United Kingdom,GBR,2024-03-24,3.1681163,,,0
United Kingdom,GBR,2024-03-25,3.065446,,,0
United Kingdom,GBR,2024-03-26,3.065446,,,0
United Kingdom,GBR,2024-03-27,3.065446,,,0
United Kingdom,GBR,2024-03-28,3.065446,,,0
United Kingdom,GBR,2024-03-29,3.065446,,,0
United Kingdom,GBR,2024-03-30,3.065446,,,0
United Kingdom,GBR,2024-03-31,3.065446,,,0
United Kingdom,GBR,2024-04-01,3.3147883,,,0
United Kingdom,GBR,2024-04-02,3.3147883,,,0
United Kingdom,GBR,2024-04-03,3.3147883,,,0
United Kingdom,GBR,2024-04-04,3.3147883,,,0
United Kingdom,GBR,2024-04-05,3.3147883,,,0
United Kingdom,GBR,2024-04-06,3.3147883,,,0
United Kingdom,GBR,2024-04-07,3.3147883,,,0
United Kingdom,GBR,2024-04-08,3.12621,,,0
United Kingdom,GBR,2024-04-09,3.12621,,,0
United Kingdom,GBR,2024-04-10,3.12621,,,0
United Kingdom,GBR,2024-04-11,3.12621,,,0
United Kingdom,GBR,2024-04-12,3.12621,,,0
United Kingdom,GBR,2024-04-13,3.12621,,,0
United Kingdom,GBR,2024-04-14,3.12621,,,0
United Kingdom,GBR,2024-04-15,3.438412,,,0
United Kingdom,GBR,2024-04-16,3.438412,,,0
United Kingdom,GBR,2024-04-17,3.438412,,,0
United Kingdom,GBR,2024-04-18,3.438412,,,0
United Kingdom,GBR,2024-04-19,3.438412,,,0
United Kingdom,GBR,2024-04-20,3.438412,,,0
United Kingdom,GBR,2024-04-21,3.438412,,,0
United Kingdom,GBR,2024-04-22,4.3226347,,,0
United Kingdom,GBR,2024-04-23,4.3226347,,,0
United Kingdom,GBR,2024-04-24,4.3226347,,,0
United Kingdom,GBR,2024-04-25,4.3226347,,,0
United Kingdom,GBR,2024-04-26,4.3226347,,,0
United Kingdom,GBR,2024-04-27,4.3226347,,,0
United Kingdom,GBR,2024-04-28,4.3226347,,,0
United Kingdom,GBR,2024-04-29,6.011459,,,0
United Kingdom,GBR,2024-04-30,6.011459,,,0
United Kingdom,GBR,2024-05-01,6.011459,,,0
United Kingdom,GBR,2024-05-02,6.011459,,,0
United Kingdom,GBR,2024-05-03,6.011459,,,0
United Kingdom,GBR,2024-05-04,6.011459,,,0
United Kingdom,GBR,2024-05-05,6.011459,,,0
United Kingdom,GBR,2024-05-06,6.2105136,,,0
United Kingdom,GBR,2024-05-07,6.2105136,,,0
United Kingdom,GBR,2024-05-08,6.2105136,,,0
United Kingdom,GBR,2024-05-09,6.2105136,,,0
United Kingdom,GBR,2024-05-10,6.2105136,,,0
United Kingdom,GBR,2024-05-11,6.2105136,,,0
United Kingdom,GBR,2024-05-12,6.2105136,,,0
United Kingdom,GBR,2024-05-13,5.475058,,,0
United Kingdom,GBR,2024-05-14,5.475058,,,0
United Kingdom,GBR,2024-05-15,5.475058,,,0
United Kingdom,GBR,2024-05-16,5.475058,,,0
United Kingdom,GBR,2024-05-17,5.475058,,,0
United Kingdom,GBR,2024-05-18,5.475058,,,0
United Kingdom,GBR,2024-05-19,5.475058,,,0
United Kingdom,GBR,2024-05-20,4.835987,,,0
United Kingdom,GBR,2024-05-21,4.835987,,,0
United Kingdom,GBR,2024-05-22,4.835987,,,0
United Kingdom,GBR,2024-05-23,4.835987,,,0
United Kingdom,GBR,2024-05-24,4.835987,,,0
United Kingdom,GBR,2024-05-25,4.835987,,,0
United Kingdom,GBR,2024-05-26,4.835987,,,0
United Kingdom,GBR,2024-05-27,5.095806,,,0
United Kingdom,GBR,2024-05-28,5.095806,,,0
United Kingdom,GBR,2024-05-29,5.095806,,,0
United Kingdom,GBR,2024-05-30,5.095806,,,0
United Kingdom,GBR,2024-05-31,5.095806,,,0
United Kingdom,GBR,2024-06-01,5.095806,,,0
United Kingdom,GBR,2024-06-02,5.095806,,,0
United Kingdom,GBR,2024-06-03,6.0889854,,,0
United Kingdom,GBR,2024-06-04,6.0889854,,,0
United Kingdom,GBR,2024-06-05,6.0889854,,,0
United Kingdom,GBR,2024-06-06,6.0889854,,,0
United Kingdom,GBR,2024-06-07,6.0889854,,,0
United Kingdom,GBR,2024-06-08,6.0889854,,,0
United Kingdom,GBR,2024-06-09,6.0889854,,,0
United Kingdom,GBR,2024-06-10,8.134013,,,0
United Kingdom,GBR,2024-06-11,8.134013,,,0
United Kingdom,GBR,2024-06-12,8.134013,,,0
United Kingdom,GBR,2024-06-13,8.134013,,,0
United Kingdom,GBR,2024-06-14,8.134013,,,0
United Kingdom,GBR,2024-06-15,8.134013,,,0
United Kingdom,GBR,2024-06-16,8.134013,,,0
United Kingdom,GBR,2024-06-17,10.254472,,,0
United Kingdom,GBR,2024-06-18,10.254472,,,0
United Kingdom,GBR,2024-06-19,10.254472,,,0
United Kingdom,GBR,2024-06-20,10.254472,,,0
United Kingdom,GBR,2024-06-21,10.254472,,,0
United Kingdom,GBR,2024-06-22,10.254472,,,0
United Kingdom,GBR,2024-06-23,10.254472,,,0
United Kingdom,GBR,2024-06-24,10.292188,,,0
United Kingdom,GBR,2024-06-25,10.292188,,,0
United Kingdom,GBR,2024-06-26,10.292188,,,0
United Kingdom,GBR,2024-06-27,10.292188,,,0
United Kingdom,GBR,2024-06-28,10.292188,,,0
United Kingdom,GBR,2024-06-29,10.292188,,,0
United Kingdom,GBR,2024-06-30,10.292188,,,0
United Kingdom,GBR,2024-07-01,10.155992,,,0
United Kingdom,GBR,2024-07-02,10.155992,,,0
United Kingdom,GBR,2024-07-03,10.155992,,,0
United Kingdom,GBR,2024-07-04,10.155992,,,0
United Kingdom,GBR,2024-07-05,10.155992,,,0
United Kingdom,GBR,2024-07-06,10.155992,,,0
United Kingdom,GBR,2024-07-07,10.155992,,,0
United Kingdom,GBR,2024-07-08,11.243461,,,0
United Kingdom,GBR,2024-07-09,11.243461,,,0
United Kingdom,GBR,2024-07-10,11.243461,,,0
United Kingdom,GBR,2024-07-11,11.243461,,,0
United Kingdom,GBR,2024-07-12,11.243461,,,0
United Kingdom,GBR,2024-07-13,11.243461,,,0
United Kingdom,GBR,2024-07-14,11.243461,,,0
United Kingdom,GBR,2024-07-15,10.90821,,,0
United Kingdom,GBR,2024-07-16,10.90821,,,0
United Kingdom,GBR,2024-07-17,10.90821,,,0
United Kingdom,GBR,2024-07-18,10.90821,,,0
United Kingdom,GBR,2024-07-19,10.90821,,,0
United Kingdom,GBR,2024-07-20,10.90821,,,0
United Kingdom,GBR,2024-07-21,10.90821,,,0
United Kingdom,GBR,2024-07-22,8.936519,,,0
United Kingdom,GBR,2024-07-23,8.936519,,,0
United Kingdom,GBR,2024-07-24,8.936519,,,0
United Kingdom,GBR,2024-07-25,8.936519,,,0
United Kingdom,GBR,2024-07-26,8.936519,,,0
United Kingdom,GBR,2024-07-27,8.936519,,,0
United Kingdom,GBR,2024-07-28,8.936519,,,0
United Kingdom,GBR,2024-07-29,7.455131,,,0
United Kingdom,GBR,2024-07-30,7.455131,,,0
United Kingdom,GBR,2024-07-31,7.455131,,,0
United Kingdom,GBR,2024-08-01,7.455131,,,0
United Kingdom,GBR,2024-08-02,7.455131,,,0
United Kingdom,GBR,2024-08-03,7.455131,,,0
United Kingdom,GBR,2024-08-04,7.455131,,,0
United Kingdom,GBR,2024-08-05,5.5546803,,,0
United Kingdom,GBR,2024-08-06,5.5546803,,,0
United Kingdom,GBR,2024-08-07,5.5546803,,,0
United Kingdom,GBR,2024-08-08,5.5546803,,,0
United Kingdom,GBR,2024-08-09,5.5546803,,,0
United Kingdom,GBR,2024-08-10,5.5546803,,,0
United Kingdom,GBR,2024-08-11,5.5546803,,,0
United Kingdom,GBR,2024-08-12,4.7542696,,,0
United Kingdom,GBR,2024-08-13,4.7542696,,,0
United Kingdom,GBR,2024-08-14,4.7542696,,,0
United Kingdom,GBR,2024-08-15,4.7542696,,,0
United Kingdom,GBR,2024-08-16,4.7542696,,,0
United Kingdom,GBR,2024-08-17,4.7542696,,,0
United Kingdom,GBR,2024-08-18,4.7542696,,,0
United Kingdom,GBR,2024-08-19,4.3331113,,,0
United Kingdom,GBR,2024-08-20,4.3331113,,,0
United Kingdom,GBR,2024-08-21,4.3331113,,,0
United Kingdom,GBR,2024-08-22,4.3331113,,,0
United Kingdom,GBR,2024-08-23,4.3331113,,,0
United Kingdom,GBR,2024-08-24,4.3331113,,,0
United Kingdom,GBR,2024-08-25,4.3331113,,,0
United Kingdom,GBR,2024-08-26,4.7773185,,,0
United Kingdom,GBR,2024-08-27,4.7773185,,,0
United Kingdom,GBR,2024-08-28,4.7773185,,,0
United Kingdom,GBR,2024-08-29,4.7773185,,,0
United Kingdom,GBR,2024-08-30,4.7773185,,,0
United Kingdom,GBR,2024-08-31,4.7773185,,,0
United Kingdom,GBR,2024-09-01,4.7773185,,,0
United Kingdom,GBR,2024-09-02,4.95542,,,0
United Kingdom,GBR,2024-09-03,4.95542,,,0
United Kingdom,GBR,2024-09-04,4.95542,,,0
United Kingdom,GBR,2024-09-05,4.95542,,,0
United Kingdom,GBR,2024-09-06,4.95542,,,0
United Kingdom,GBR,2024-09-07,4.95542,,,0
United Kingdom,GBR,2024-09-08,4.95542,,,0
United Kingdom,GBR,2024-09-09,5.227811,,,0
United Kingdom,GBR,2024-09-10,5.227811,,,0
United Kingdom,GBR,2024-09-11,5.227811,,,0
United Kingdom,GBR,2024-09-12,5.227811,,,0
United Kingdom,GBR,2024-09-13,5.227811,,,0
United Kingdom,GBR,2024-09-14,5.227811,,,0
United Kingdom,GBR,2024-09-15,5.227811,,,0
United Kingdom,GBR,2024-09-16,7.344079,,,0
United Kingdom,GBR,2024-09-17,7.344079,,,0
United Kingdom,GBR,2024-09-18,7.344079,,,0
United Kingdom,GBR,2024-09-19,7.344079,,,0
United Kingdom,GBR,2024-09-20,7.344079,,,0
United Kingdom,GBR,2024-09-21,7.344079,,,0
United Kingdom,GBR,2024-09-22,7.344079,,,0
United Kingdom,GBR,2024-09-23,7.5137997,,,0
United Kingdom,GBR,2024-09-24,7.5137997,,,0
United Kingdom,GBR,2024-09-25,7.5137997,,,0
United Kingdom,GBR,2024-09-26,7.5137997,,,0
United Kingdom,GBR,2024-09-27,7.5137997,,,0
United Kingdom,GBR,2024-09-28,7.5137997,,,0
United Kingdom,GBR,2024-09-29,7.5137997,,,0
United Kingdom,GBR,2024-09-30,8.226207,,,0
United Kingdom,GBR,2024-10-01,8.226207,,,0
United Kingdom,GBR,2024-10-02,8.226207,,,0
United Kingdom,GBR,2024-10-03,8.226207,,,0
United Kingdom,GBR,2024-10-04,8.226207,,,0
United Kingdom,GBR,2024-10-05,8.226207,,,0
United Kingdom,GBR,2024-10-06,8.226207,,,0
United Kingdom,GBR,2024-10-07,8.500693,,,0
United Kingdom,GBR,2024-10-08,8.500693,,,0
United Kingdom,GBR,2024-10-09,8.500693,,,0
United Kingdom,GBR,2024-10-10,8.500693,,,0
United Kingdom,GBR,2024-10-11,8.500693,,,0
United Kingdom,GBR,2024-10-12,8.500693,,,0
United Kingdom,GBR,2024-10-13,8.500693,,,0
United Kingdom,GBR,2024-10-14,8.190586,,,0
United Kingdom,GBR,2024-10-15,8.190586,,,0
United Kingdom,GBR,2024-10-16,8.190586,,,0
United Kingdom,GBR,2024-10-17,8.190586,,,0
United Kingdom,GBR,2024-10-18,8.190586,,,0
United Kingdom,GBR,2024-10-19,8.190586,,,0
United Kingdom,GBR,2024-10-20,8.190586,,,0
United Kingdom,GBR,2024-10-21,6.2943263,,,0
United Kingdom,GBR,2024-10-22,6.2943263,,,0
United Kingdom,GBR,2024-10-23,6.2943263,,,0
United Kingdom,GBR,2024-10-24,6.2943263,,,0
United Kingdom,GBR,2024-10-25,6.2943263,,,0
United Kingdom,GBR,2024-10-26,6.2943263,,,0
United Kingdom,GBR,2024-10-27,6.2943263,,,0
United Kingdom,GBR,2024-10-28,4.502832,,,0
United Kingdom,GBR,2024-10-29,4.502832,,,0
United Kingdom,GBR,2024-10-30,4.502832,,,0
United Kingdom,GBR,2024-10-31,4.502832,,,0
United Kingdom,GBR,2024-11-01,4.502832,,,0
United Kingdom,GBR,2024-11-02,4.502832,,,0
United Kingdom,GBR,2024-11-03,4.502832,,,0
United Kingdom,GBR,2024-11-04,3.6626108,,,0
United Kingdom,GBR,2024-11-05,3.6626108,,,0
United Kingdom,GBR,2024-11-06,3.6626108,,,0
United Kingdom,GBR,2024-11-07,3.6626108,,,0
United Kingdom,GBR,2024-11-08,3.6626108,,,0
United Kingdom,GBR,2024-11-09,3.6626108,,,0
United Kingdom,GBR,2024-11-10,3.6626108,,,0
United Kingdom,GBR,2024-11-11,2.912488,,,0
United Kingdom,GBR,2024-11-12,2.912488,,,0
United Kingdom,GBR,2024-11-13,2.912488,,,0
United Kingdom,GBR,2024-11-14,2.912488,,,0
United Kingdom,GBR,2024-11-15,2.912488,,,0
United Kingdom,GBR,2024-11-16,2.912488,,,0
United Kingdom,GBR,2024-11-17,2.912488,,,0
United Kingdom,GBR,2024-11-18,2.973252,,,0
United Kingdom,GBR,2024-11-19,2.973252,,,0
United Kingdom,GBR,2024-11-20,2.973252,,,0
United Kingdom,GBR,2024-11-21,2.973252,,,0
United Kingdom,GBR,2024-11-22,2.973252,,,0
United Kingdom,GBR,2024-11-23,2.973252,,,0
United Kingdom,GBR,2024-11-24,2.973252,,,0
United Kingdom,GBR,2024-11-25,2.9481082,,,0
United Kingdom,GBR,2024-11-26,2.9481082,,,0
United Kingdom,GBR,2024-11-27,2.9481082,,,0
United Kingdom,GBR,2024-11-28,2.9481082,,,0
United Kingdom,GBR,2024-11-29,2.9481082,,,0
United Kingdom,GBR,2024-11-30,2.9481082,,,0
United Kingdom,GBR,2024-12-01,2.9481082,,,0
United Kingdom,GBR,2024-12-02,2.9774427,,,0
United Kingdom,GBR,2024-12-03,2.9774427,,,0
United Kingdom,GBR,2024-12-04,2.9774427,,,0
United Kingdom,GBR,2024-12-05,2.9774427,,,0
United Kingdom,GBR,2024-12-06,2.9774427,,,0
United Kingdom,GBR,2024-12-07,2.9774427,,,0
United Kingdom,GBR,2024-12-08,2.9774427,,,0
United Kingdom,GBR,2024-12-09,2.927155,,,0
United Kingdom,GBR,2024-12-10,2.927155,,,0
United Kingdom,GBR,2024-12-11,2.927155,,,0
United Kingdom,GBR,2024-12-12,2.927155,,,0
United Kingdom,GBR,2024-12-13,2.927155,,,0
United Kingdom,GBR,2024-12-14,2.927155,,,0
United Kingdom,GBR,2024-12-15,2.927155,,,0
United Kingdom,GBR,2024-12-16,3.1576397,,,0
United Kingdom,GBR,2024-12-17,3.1576397,,,0
United Kingdom,GBR,2024-12-18,3.1576397,,,0
United Kingdom,GBR,2024-12-19,3.1576397,,,0
United Kingdom,GBR,2024-12-20,3.1576397,,,0
United Kingdom,GBR,2024-12-21,3.1576397,,,0
United Kingdom,GBR,2024-12-22,3.1576397,,,0
United Kingdom,GBR,2024-12-23,2.5101874,,,0
United Kingdom,GBR,2024-12-24,2.5101874,,,0
United Kingdom,GBR,2024-12-25,2.5101874,,,0
United Kingdom,GBR,2024-12-26,2.5101874,,,0
United Kingdom,GBR,2024-12-27,2.5101874,,,0
United Kingdom,GBR,2024-12-28,2.5101874,,,0
United Kingdom,GBR,2024-12-29,2.5101874,,,0
United Kingdom,GBR,2024-12-30,2.5458078,,,0
United Kingdom,GBR,2024-12-31,2.5458078,,,0
United Kingdom,GBR,2025-01-01,2.5458078,,,0
United Kingdom,GBR,2025-01-02,2.5458078,,,0
United Kingdom,GBR,2025-01-03,2.5458078,,,0
United Kingdom,GBR,2025-01-04,2.5458078,,,0
United Kingdom,GBR,2025-01-05,2.5458078,,,0
United Kingdom,GBR,2025-01-06,2.1916995,,,0
United Kingdom,GBR,2025-01-07,2.1916995,,,0
United Kingdom,GBR,2025-01-08,2.1916995,,,0
United Kingdom,GBR,2025-01-09,2.1916995,,,0
United Kingdom,GBR,2025-01-10,2.1916995,,,0
United Kingdom,GBR,2025-01-11,2.1916995,,,0
United Kingdom,GBR,2025-01-12,2.1916995,,,0
United Kingdom,GBR,2025-01-13,2.0806477,,,0
United Kingdom,GBR,2025-01-14,2.0806477,,,0
United Kingdom,GBR,2025-01-15,2.0806477,,,0
United Kingdom,GBR,2025-01-16,2.0806477,,,0
United Kingdom,GBR,2025-01-17,2.0806477,,,0
United Kingdom,GBR,2025-01-18,2.0806477,,,0
United Kingdom,GBR,2025-01-19,2.0806477,,,0
United Kingdom,GBR,2025-01-20,2.0115025,,,0
United Kingdom,GBR,2025-01-21,2.0115025,,,0
United Kingdom,GBR,2025-01-22,2.0115025,,,0
United Kingdom,GBR,2025-01-23,2.0115025,,,0
United Kingdom,GBR,2025-01-24,2.0115025,,,0
United Kingdom,GBR,2025-01-25,2.0115025,,,0
United Kingdom,GBR,2025-01-26,2.0115025,,,0
United Kingdom,GBR,2025-01-27,2.042932,,,0
United Kingdom,GBR,2025-01-28,2.042932,,,0
United Kingdom,GBR,2025-01-29,2.042932,,,0
United Kingdom,GBR,2025-01-30,2.042932,,,0
United Kingdom,GBR,2025-01-31,2.042932,,,0
United Kingdom,GBR,2025-02-01,2.042932,,,0
United Kingdom,GBR,2025-02-02,2.042932,,,0
United Kingdom,GBR,2025-02-03,1.975882,,,0
United Kingdom,GBR,2025-02-04,1.975882,,,0
United Kingdom,GBR,2025-02-05,1.975882,,,0
United Kingdom,GBR,2025-02-06,1.975882,,,0
United Kingdom,GBR,2025-02-07,1.975882,,,0
United Kingdom,GBR,2025-02-08,1.975882,,,0
United Kingdom,GBR,2025-02-09,1.975882,,,0
United Kingdom,GBR,2025-02-10,2.0701714,,,0
United Kingdom,GBR,2025-02-11,2.0701714,,,0
United Kingdom,GBR,2025-02-12,2.0701714,,,0
United Kingdom,GBR,2025-02-13,2.0701714,,,0
United Kingdom,GBR,2025-02-14,2.0701714,,,0
United Kingdom,GBR,2025-02-15,2.0701714,,,0
United Kingdom,GBR,2025-02-16,2.0701714,,,0
United Kingdom,GBR,2025-02-17,2.3593247,,,0
United Kingdom,GBR,2025-02-18,2.3593247,,,0
United Kingdom,GBR,2025-02-19,2.3593247,,,0
United Kingdom,GBR,2025-02-20,2.3593247,,,0
United Kingdom,GBR,2025-02-21,2.3593247,,,0
United Kingdom,GBR,2025-02-22,2.3593247,,,0
United Kingdom,GBR,2025-02-23,2.3593247,,,0
United Kingdom,GBR,2025-02-24,2.107887,,,0
United Kingdom,GBR,2025-02-25,2.107887,,,0
United Kingdom,GBR,2025-02-26,2.107887,,,0
United Kingdom,GBR,2025-02-27,2.107887,,,0
United Kingdom,GBR,2025-02-28,2.107887,,,0
United Kingdom,GBR,2025-03-01,2.107887,,,0
United Kingdom,GBR,2025-03-02,2.107887,,,0
United Kingdom,GBR,2025-03-03,2.1979854,,,0
United Kingdom,GBR,2025-03-04,2.1979854,,,0
United Kingdom,GBR,2025-03-05,2.1979854,,,0
United Kingdom,GBR,2025-03-06,2.1979854,,,0
United Kingdom,GBR,2025-03-07,2.1979854,,,0
United Kingdom,GBR,2025-03-08,2.1979854,,,0
United Kingdom,GBR,2025-03-09,2.1979854,,,0
United Kingdom,GBR,2025-03-10,2.2000809,,,0
United Kingdom,GBR,2025-03-11,2.2000809,,,0
United Kingdom,GBR,2025-03-12,2.2000809,,,0
United Kingdom,GBR,2025-03-13,2.2000809,,,0
United Kingdom,GBR,2025-03-14,2.2000809,,,0
United Kingdom,GBR,2025-03-15,2.2000809,,,0
United Kingdom,GBR,2025-03-16,2.2000809,,,0
United Kingdom,GBR,2025-03-17,2.6212392,,,0
United Kingdom,GBR,2025-03-18,2.6212392,,,0
United Kingdom,GBR,2025-03-19,2.6212392,,,0
United Kingdom,GBR,2025-03-20,2.6212392,,,0
United Kingdom,GBR,2025-03-21,2.6212392,,,0
United Kingdom,GBR,2025-03-22,2.6212392,,,0
United Kingdom,GBR,2025-03-23,2.6212392,,,0
United Kingdom,GBR,2025-03-24,2.5458078,,,0
United Kingdom,GBR,2025-03-25,2.5458078,,,0
United Kingdom,GBR,2025-03-26,2.5458078,,,0
United Kingdom,GBR,2025-03-27,2.5458078,,,0
United Kingdom,GBR,2025-03-28,2.5458078,,,0
